epoch (ms),time (01:00),elapsed (s),w (number),x (number),y (number), z (number)
1681295105819,2023-04-12T12:25:05.819,42.860,0.774,-0.081,0.598,-0.193
1681295105829,2023-04-12T12:25:05.829,42.870,0.773,-0.082,0.598,-0.192
1681295105840,2023-04-12T12:25:05.840,42.881,0.773,-0.083,0.599,-0.192
1681295105848,2023-04-12T12:25:05.848,42.889,0.772,-0.084,0.600,-0.191
1681295105859,2023-04-12T12:25:05.859,42.900,0.772,-0.085,0.601,-0.191
1681295105869,2023-04-12T12:25:05.869,42.910,0.771,-0.086,0.601,-0.191
1681295105879,2023-04-12T12:25:05.879,42.920,0.770,-0.087,0.602,-0.191
1681295105889,2023-04-12T12:25:05.889,42.930,0.769,-0.089,0.603,-0.191
1681295105898,2023-04-12T12:25:05.898,42.939,0.769,-0.090,0.604,-0.191
1681295105909,2023-04-12T12:25:05.909,42.950,0.768,-0.092,0.605,-0.191
1681295105919,2023-04-12T12:25:05.919,42.960,0.767,-0.093,0.605,-0.192
1681295105929,2023-04-12T12:25:05.929,42.970,0.766,-0.094,0.606,-0.192
1681295105939,2023-04-12T12:25:05.939,42.980,0.766,-0.096,0.606,-0.193
1681295105948,2023-04-12T12:25:05.948,42.989,0.765,-0.097,0.607,-0.193
1681295105958,2023-04-12T12:25:05.958,42.999,0.764,-0.098,0.608,-0.194
1681295105969,2023-04-12T12:25:05.969,43.010,0.763,-0.100,0.608,-0.195
1681295105979,2023-04-12T12:25:05.979,43.020,0.762,-0.101,0.609,-0.195
1681295105989,2023-04-12T12:25:05.989,43.030,0.761,-0.103,0.610,-0.196
1681295105998,2023-04-12T12:25:05.998,43.039,0.761,-0.104,0.610,-0.197
1681295106008,2023-04-12T12:25:06.008,43.049,0.760,-0.104,0.610,-0.197
1681295106018,2023-04-12T12:25:06.018,43.059,0.760,-0.105,0.611,-0.198
1681295106029,2023-04-12T12:25:06.029,43.070,0.759,-0.106,0.611,-0.198
1681295106037,2023-04-12T12:25:06.037,43.078,0.758,-0.107,0.611,-0.199
1681295106049,2023-04-12T12:25:06.049,43.090,0.758,-0.107,0.612,-0.199
1681295106058,2023-04-12T12:25:06.058,43.099,0.757,-0.108,0.612,-0.200
1681295106068,2023-04-12T12:25:06.068,43.109,0.757,-0.109,0.613,-0.200
1681295106078,2023-04-12T12:25:06.078,43.119,0.756,-0.109,0.614,-0.200
1681295106087,2023-04-12T12:25:06.087,43.128,0.754,-0.110,0.615,-0.201
1681295106097,2023-04-12T12:25:06.097,43.138,0.753,-0.111,0.617,-0.202
1681295106108,2023-04-12T12:25:06.108,43.149,0.751,-0.112,0.618,-0.202
1681295106118,2023-04-12T12:25:06.118,43.159,0.750,-0.113,0.620,-0.203
1681295106128,2023-04-12T12:25:06.128,43.169,0.748,-0.113,0.621,-0.203
1681295106137,2023-04-12T12:25:06.137,43.178,0.747,-0.114,0.623,-0.204
1681295106147,2023-04-12T12:25:06.147,43.188,0.745,-0.114,0.625,-0.204
