epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1681294917122,2023-04-12T12:21:57.122,4.020,-0.049,0.004,0.015
1681294917132,2023-04-12T12:21:57.132,4.030,-0.046,0.006,0.010
1681294917142,2023-04-12T12:21:57.142,4.040,-0.042,0.005,0.013
1681294917153,2023-04-12T12:21:57.153,4.051,-0.036,0.008,0.003
1681294917161,2023-04-12T12:21:57.161,4.059,-0.020,0.007,-0.008
1681294917172,2023-04-12T12:21:57.172,4.070,-0.008,-0.000,-0.004
1681294917182,2023-04-12T12:21:57.182,4.080,-0.010,0.007,0.008
1681294917192,2023-04-12T12:21:57.192,4.090,-0.021,0.009,0.008
1681294917203,2023-04-12T12:21:57.203,4.101,-0.025,0.004,0.002
1681294917211,2023-04-12T12:21:57.211,4.109,-0.018,-0.009,0.007
1681294917222,2023-04-12T12:21:57.222,4.120,-0.018,-0.022,0.009
1681294917232,2023-04-12T12:21:57.232,4.130,-0.031,-0.020,0.017
1681294917242,2023-04-12T12:21:57.242,4.140,-0.032,-0.017,0.020
1681294917252,2023-04-12T12:21:57.252,4.150,-0.023,-0.015,0.015
1681294917261,2023-04-12T12:21:57.261,4.159,-0.015,-0.013,0.010
1681294917271,2023-04-12T12:21:57.271,4.169,-0.016,-0.019,0.009
1681294917282,2023-04-12T12:21:57.282,4.180,-0.033,-0.017,0.017
1681294917292,2023-04-12T12:21:57.292,4.190,-0.047,-0.006,0.027
1681294917301,2023-04-12T12:21:57.301,4.199,-0.047,-0.001,0.030
1681294917311,2023-04-12T12:21:57.311,4.209,-0.045,0.002,0.033
1681294917321,2023-04-12T12:21:57.321,4.219,-0.046,0.006,0.031
1681294917331,2023-04-12T12:21:57.331,4.229,-0.048,0.002,0.033
1681294917342,2023-04-12T12:21:57.342,4.240,-0.034,-0.016,0.039
1681294917350,2023-04-12T12:21:57.350,4.248,-0.029,-0.026,0.050
1681294917361,2023-04-12T12:21:57.361,4.259,-0.040,-0.018,0.051
1681294917371,2023-04-12T12:21:57.371,4.269,-0.055,-0.007,0.047
1681294917381,2023-04-12T12:21:57.381,4.279,-0.053,0.000,0.047
1681294917391,2023-04-12T12:21:57.391,4.289,-0.039,0.002,0.049
1681294917400,2023-04-12T12:21:57.400,4.298,-0.033,-0.001,0.053
1681294917411,2023-04-12T12:21:57.411,4.309,-0.032,0.000,0.057
1681294917421,2023-04-12T12:21:57.421,4.319,-0.027,0.000,0.051
1681294917431,2023-04-12T12:21:57.431,4.329,-0.018,-0.001,0.052
1681294917441,2023-04-12T12:21:57.441,4.339,-0.014,-0.004,0.060
1681294917452,2023-04-12T12:21:57.452,4.350,-0.023,0.003,0.059
1681294917460,2023-04-12T12:21:57.460,4.358,-0.030,0.007,0.063
1681294917471,2023-04-12T12:21:57.471,4.369,-0.031,-0.002,0.079
1681294917481,2023-04-12T12:21:57.481,4.379,-0.033,-0.013,0.081
1681294917491,2023-04-12T12:21:57.491,4.389,-0.038,-0.017,0.073
1681294917500,2023-04-12T12:21:57.500,4.398,-0.035,-0.017,0.074
1681294917510,2023-04-12T12:21:57.510,4.408,-0.040,-0.018,0.067
1681294917520,2023-04-12T12:21:57.520,4.418,-0.042,-0.026,0.067
1681294917531,2023-04-12T12:21:57.531,4.429,-0.032,-0.026,0.070
1681294917541,2023-04-12T12:21:57.541,4.439,-0.030,-0.016,0.070
1681294917550,2023-04-12T12:21:57.550,4.448,-0.032,-0.001,0.080
1681294917560,2023-04-12T12:21:57.560,4.458,-0.033,0.011,0.083
1681294917570,2023-04-12T12:21:57.570,4.468,-0.038,0.022,0.073
1681294917580,2023-04-12T12:21:57.580,4.478,-0.040,0.025,0.070
1681294917589,2023-04-12T12:21:57.589,4.487,-0.044,0.033,0.071
1681294917599,2023-04-12T12:21:57.599,4.497,-0.041,0.043,0.075
1681294917610,2023-04-12T12:21:57.610,4.508,-0.033,0.048,0.081
1681294917620,2023-04-12T12:21:57.620,4.518,-0.028,0.055,0.080
1681294917630,2023-04-12T12:21:57.630,4.528,-0.029,0.062,0.068
1681294917639,2023-04-12T12:21:57.639,4.537,-0.030,0.060,0.061
1681294917649,2023-04-12T12:21:57.649,4.547,-0.023,0.038,0.062
1681294917660,2023-04-12T12:21:57.660,4.558,-0.016,0.016,0.059
1681294917670,2023-04-12T12:21:57.670,4.568,-0.017,0.009,0.057
1681294917680,2023-04-12T12:21:57.680,4.578,-0.021,0.009,0.069
1681294917690,2023-04-12T12:21:57.690,4.588,-0.035,0.007,0.073
1681294917699,2023-04-12T12:21:57.699,4.597,-0.051,0.011,0.072
1681294917709,2023-04-12T12:21:57.709,4.607,-0.060,0.026,0.069
1681294917720,2023-04-12T12:21:57.720,4.618,-0.075,0.032,0.066
1681294917730,2023-04-12T12:21:57.730,4.628,-0.102,0.035,0.058
1681294917739,2023-04-12T12:21:57.739,4.637,-0.121,0.036,0.062
1681294917749,2023-04-12T12:21:57.749,4.647,-0.129,0.032,0.076
