epoch (ms),time (01:00),elapsed (s),w (number),x (number),y (number), z (number)
1681293475059,2023-04-12T11:57:55.059,0.000,0.826,0.065,0.560,0.000
1681293475070,2023-04-12T11:57:55.070,0.011,0.826,0.066,0.560,-0.002
1681293475080,2023-04-12T11:57:55.080,0.021,0.826,0.068,0.560,-0.004
1681293475090,2023-04-12T11:57:55.090,0.031,0.825,0.069,0.561,-0.007
1681293475099,2023-04-12T11:57:55.099,0.040,0.825,0.071,0.561,-0.009
1681293475109,2023-04-12T11:57:55.109,0.050,0.824,0.072,0.561,-0.012
1681293475119,2023-04-12T11:57:55.119,0.060,0.824,0.074,0.562,-0.015
1681293475130,2023-04-12T11:57:55.130,0.071,0.823,0.076,0.562,-0.018
1681293475140,2023-04-12T11:57:55.140,0.081,0.823,0.078,0.563,-0.021
1681293475150,2023-04-12T11:57:55.150,0.091,0.822,0.080,0.563,-0.025
1681293475159,2023-04-12T11:57:55.159,0.100,0.821,0.083,0.564,-0.029
1681293475169,2023-04-12T11:57:55.169,0.110,0.820,0.085,0.565,-0.033
1681293475180,2023-04-12T11:57:55.180,0.121,0.819,0.089,0.566,-0.037
1681293475190,2023-04-12T11:57:55.190,0.131,0.817,0.092,0.567,-0.041
1681293475200,2023-04-12T11:57:55.200,0.141,0.816,0.096,0.569,-0.045
1681293475209,2023-04-12T11:57:55.209,0.150,0.814,0.101,0.571,-0.050
1681293475219,2023-04-12T11:57:55.219,0.160,0.811,0.105,0.573,-0.054
1681293475229,2023-04-12T11:57:55.229,0.170,0.809,0.110,0.575,-0.059
1681293475240,2023-04-12T11:57:55.240,0.181,0.806,0.115,0.577,-0.064
1681293475250,2023-04-12T11:57:55.250,0.191,0.804,0.121,0.579,-0.069
1681293475260,2023-04-12T11:57:55.260,0.201,0.801,0.126,0.581,-0.074
1681293475269,2023-04-12T11:57:55.269,0.210,0.798,0.131,0.583,-0.080
1681293475279,2023-04-12T11:57:55.279,0.220,0.795,0.136,0.584,-0.085
1681293475289,2023-04-12T11:57:55.289,0.230,0.793,0.142,0.586,-0.091
1681293475300,2023-04-12T11:57:55.300,0.241,0.790,0.148,0.587,-0.097
1681293475310,2023-04-12T11:57:55.310,0.251,0.787,0.154,0.588,-0.104
1681293475319,2023-04-12T11:57:55.319,0.260,0.785,0.160,0.588,-0.110
1681293475329,2023-04-12T11:57:55.329,0.270,0.783,0.166,0.588,-0.117
1681293475339,2023-04-12T11:57:55.339,0.280,0.781,0.171,0.588,-0.123
1681293475349,2023-04-12T11:57:55.349,0.290,0.779,0.177,0.588,-0.130
1681293475360,2023-04-12T11:57:55.360,0.301,0.777,0.182,0.587,-0.136
1681293475370,2023-04-12T11:57:55.370,0.311,0.775,0.187,0.587,-0.143
1681293475379,2023-04-12T11:57:55.379,0.320,0.773,0.192,0.586,-0.149
1681293475389,2023-04-12T11:57:55.389,0.330,0.771,0.197,0.585,-0.155
1681293475399,2023-04-12T11:57:55.399,0.340,0.770,0.201,0.584,-0.161
1681293475410,2023-04-12T11:57:55.410,0.351,0.768,0.206,0.582,-0.167
1681293475420,2023-04-12T11:57:55.420,0.361,0.767,0.210,0.581,-0.173
1681293475429,2023-04-12T11:57:55.429,0.370,0.766,0.213,0.579,-0.179
1681293475440,2023-04-12T11:57:55.440,0.381,0.765,0.217,0.577,-0.184
1681293475449,2023-04-12T11:57:55.449,0.390,0.765,0.220,0.575,-0.189
1681293475459,2023-04-12T11:57:55.459,0.400,0.764,0.224,0.573,-0.194
1681293475470,2023-04-12T11:57:55.470,0.411,0.764,0.227,0.571,-0.198
1681293475480,2023-04-12T11:57:55.480,0.421,0.763,0.230,0.569,-0.203
1681293475489,2023-04-12T11:57:55.489,0.430,0.763,0.233,0.567,-0.207
