epoch (ms),time (01:00),elapsed (s),w (number),x (number),y (number), z (number)
1681293475082,2023-04-12T11:57:55.082,0.000,0.760,-0.260,0.596,0.000
1681293475092,2023-04-12T11:57:55.092,0.010,0.760,-0.260,0.596,0.000
1681293475102,2023-04-12T11:57:55.102,0.020,0.760,-0.259,0.596,-0.003
1681293475113,2023-04-12T11:57:55.113,0.031,0.760,-0.257,0.597,-0.006
1681293475121,2023-04-12T11:57:55.121,0.039,0.760,-0.255,0.597,-0.009
1681293475132,2023-04-12T11:57:55.132,0.050,0.760,-0.253,0.598,-0.013
1681293475142,2023-04-12T11:57:55.142,0.060,0.761,-0.251,0.598,-0.016
1681293475152,2023-04-12T11:57:55.152,0.070,0.761,-0.248,0.599,-0.020
1681293475162,2023-04-12T11:57:55.162,0.080,0.761,-0.246,0.599,-0.024
1681293475171,2023-04-12T11:57:55.171,0.089,0.762,-0.244,0.600,-0.029
1681293475182,2023-04-12T11:57:55.182,0.100,0.762,-0.241,0.600,-0.033
1681293475192,2023-04-12T11:57:55.192,0.110,0.762,-0.239,0.601,-0.038
1681293475202,2023-04-12T11:57:55.202,0.120,0.762,-0.236,0.601,-0.043
1681293475212,2023-04-12T11:57:55.212,0.130,0.762,-0.234,0.601,-0.048
1681293475221,2023-04-12T11:57:55.221,0.139,0.763,-0.231,0.602,-0.054
1681293475231,2023-04-12T11:57:55.231,0.149,0.763,-0.228,0.602,-0.060
1681293475242,2023-04-12T11:57:55.242,0.160,0.763,-0.225,0.602,-0.066
1681293475252,2023-04-12T11:57:55.252,0.170,0.763,-0.222,0.602,-0.072
1681293475261,2023-04-12T11:57:55.261,0.179,0.763,-0.219,0.602,-0.080
1681293475271,2023-04-12T11:57:55.271,0.189,0.763,-0.216,0.603,-0.087
1681293475281,2023-04-12T11:57:55.281,0.199,0.762,-0.213,0.604,-0.095
1681293475291,2023-04-12T11:57:55.291,0.209,0.762,-0.210,0.604,-0.103
1681293475302,2023-04-12T11:57:55.302,0.220,0.761,-0.207,0.605,-0.111
1681293475310,2023-04-12T11:57:55.310,0.228,0.761,-0.204,0.605,-0.119
1681293475321,2023-04-12T11:57:55.321,0.239,0.760,-0.200,0.605,-0.127
1681293475331,2023-04-12T11:57:55.331,0.249,0.760,-0.197,0.605,-0.135
1681293475341,2023-04-12T11:57:55.341,0.259,0.759,-0.193,0.605,-0.143
1681293475351,2023-04-12T11:57:55.351,0.269,0.759,-0.188,0.605,-0.151
1681293475360,2023-04-12T11:57:55.360,0.278,0.758,-0.183,0.606,-0.158
1681293475370,2023-04-12T11:57:55.370,0.288,0.757,-0.178,0.606,-0.165
1681293475381,2023-04-12T11:57:55.381,0.299,0.756,-0.173,0.607,-0.172
1681293475391,2023-04-12T11:57:55.391,0.309,0.755,-0.166,0.609,-0.179
1681293475401,2023-04-12T11:57:55.401,0.319,0.753,-0.160,0.611,-0.185
1681293475410,2023-04-12T11:57:55.410,0.328,0.752,-0.155,0.612,-0.191
1681293475420,2023-04-12T11:57:55.420,0.338,0.750,-0.150,0.613,-0.197
1681293475431,2023-04-12T11:57:55.431,0.349,0.749,-0.145,0.614,-0.202
1681293475441,2023-04-12T11:57:55.441,0.359,0.747,-0.140,0.616,-0.207
1681293475451,2023-04-12T11:57:55.451,0.369,0.746,-0.136,0.617,-0.211
1681293475460,2023-04-12T11:57:55.460,0.378,0.745,-0.131,0.618,-0.216
1681293475470,2023-04-12T11:57:55.470,0.388,0.745,-0.125,0.618,-0.218
1681293475480,2023-04-12T11:57:55.480,0.398,0.743,-0.121,0.619,-0.222
1681293475491,2023-04-12T11:57:55.491,0.409,0.742,-0.117,0.620,-0.226
1681293475501,2023-04-12T11:57:55.501,0.419,0.741,-0.112,0.621,-0.229
1681293475510,2023-04-12T11:57:55.510,0.428,0.740,-0.109,0.622,-0.233
1681293475520,2023-04-12T11:57:55.520,0.438,0.738,-0.105,0.623,-0.236
1681293475530,2023-04-12T11:57:55.530,0.448,0.737,-0.101,0.623,-0.240
1681293475540,2023-04-12T11:57:55.540,0.458,0.737,-0.098,0.624,-0.243
1681293475549,2023-04-12T11:57:55.549,0.467,0.736,-0.095,0.624,-0.246
1681293475561,2023-04-12T11:57:55.561,0.479,0.735,-0.092,0.624,-0.248
1681293475570,2023-04-12T11:57:55.570,0.488,0.735,-0.089,0.624,-0.251
1681293475580,2023-04-12T11:57:55.580,0.498,0.734,-0.086,0.624,-0.254
1681293475590,2023-04-12T11:57:55.590,0.508,0.733,-0.083,0.624,-0.256
1681293475600,2023-04-12T11:57:55.600,0.518,0.733,-0.080,0.625,-0.259
1681293475609,2023-04-12T11:57:55.609,0.527,0.732,-0.077,0.625,-0.261
1681293475620,2023-04-12T11:57:55.620,0.538,0.731,-0.074,0.625,-0.263
1681293475630,2023-04-12T11:57:55.630,0.548,0.731,-0.072,0.625,-0.265
1681293475640,2023-04-12T11:57:55.640,0.558,0.730,-0.069,0.625,-0.267
1681293475649,2023-04-12T11:57:55.649,0.567,0.730,-0.067,0.625,-0.269
1681293475659,2023-04-12T11:57:55.659,0.577,0.729,-0.065,0.625,-0.271
1681293475669,2023-04-12T11:57:55.669,0.587,0.729,-0.063,0.625,-0.273
1681293475680,2023-04-12T11:57:55.680,0.598,0.728,-0.061,0.625,-0.274
1681293475690,2023-04-12T11:57:55.690,0.608,0.728,-0.059,0.625,-0.276
1681293475699,2023-04-12T11:57:55.699,0.617,0.727,-0.058,0.625,-0.278
1681293475709,2023-04-12T11:57:55.709,0.627,0.726,-0.056,0.626,-0.279
1681293475719,2023-04-12T11:57:55.719,0.637,0.726,-0.054,0.626,-0.281
1681293475729,2023-04-12T11:57:55.729,0.647,0.725,-0.052,0.626,-0.282
1681293475740,2023-04-12T11:57:55.740,0.658,0.724,-0.050,0.627,-0.284
1681293475748,2023-04-12T11:57:55.748,0.666,0.723,-0.048,0.627,-0.285
1681293475759,2023-04-12T11:57:55.759,0.677,0.722,-0.046,0.628,-0.287
1681293475769,2023-04-12T11:57:55.769,0.687,0.722,-0.044,0.628,-0.288
1681293475779,2023-04-12T11:57:55.779,0.697,0.721,-0.041,0.628,-0.290
1681293475789,2023-04-12T11:57:55.789,0.707,0.720,-0.039,0.629,-0.291
1681293475800,2023-04-12T11:57:55.800,0.718,0.719,-0.037,0.629,-0.293
1681293475808,2023-04-12T11:57:55.808,0.726,0.718,-0.035,0.630,-0.294
1681293475819,2023-04-12T11:57:55.819,0.737,0.718,-0.033,0.630,-0.295
1681293475829,2023-04-12T11:57:55.829,0.747,0.717,-0.031,0.630,-0.296
1681293475839,2023-04-12T11:57:55.839,0.757,0.717,-0.029,0.630,-0.297
1681293475848,2023-04-12T11:57:55.848,0.766,0.716,-0.027,0.631,-0.298
1681293475858,2023-04-12T11:57:55.858,0.776,0.715,-0.025,0.631,-0.300
1681293475869,2023-04-12T11:57:55.869,0.787,0.714,-0.023,0.631,-0.301
1681293475879,2023-04-12T11:57:55.879,0.797,0.713,-0.021,0.631,-0.303
1681293475889,2023-04-12T11:57:55.889,0.807,0.713,-0.019,0.632,-0.304
1681293475898,2023-04-12T11:57:55.898,0.816,0.712,-0.017,0.632,-0.306
1681293475908,2023-04-12T11:57:55.908,0.826,0.711,-0.015,0.633,-0.307
1681293475918,2023-04-12T11:57:55.918,0.836,0.710,-0.014,0.633,-0.308
1681293475929,2023-04-12T11:57:55.929,0.847,0.709,-0.012,0.633,-0.309
1681293475937,2023-04-12T11:57:55.937,0.855,0.708,-0.011,0.634,-0.311
1681293475948,2023-04-12T11:57:55.948,0.866,0.708,-0.009,0.634,-0.312
1681293475958,2023-04-12T11:57:55.958,0.876,0.707,-0.007,0.634,-0.313
1681293475968,2023-04-12T11:57:55.968,0.886,0.707,-0.005,0.634,-0.314
1681293475978,2023-04-12T11:57:55.978,0.896,0.706,-0.003,0.635,-0.314
1681293475987,2023-04-12T11:57:55.987,0.905,0.705,-0.001,0.635,-0.315
1681293475997,2023-04-12T11:57:55.997,0.915,0.705,0.000,0.635,-0.315
1681293476008,2023-04-12T11:57:56.008,0.926,0.705,0.002,0.636,-0.315
1681293476018,2023-04-12T11:57:56.018,0.936,0.704,0.004,0.636,-0.316
1681293476028,2023-04-12T11:57:56.028,0.946,0.705,0.005,0.635,-0.317
1681293476037,2023-04-12T11:57:56.037,0.955,0.705,0.007,0.634,-0.318
1681293476047,2023-04-12T11:57:56.047,0.965,0.705,0.008,0.633,-0.319
1681293476057,2023-04-12T11:57:56.057,0.975,0.705,0.010,0.632,-0.320
1681293476068,2023-04-12T11:57:56.068,0.986,0.706,0.011,0.631,-0.322
1681293476078,2023-04-12T11:57:56.078,0.996,0.706,0.012,0.631,-0.323
1681293476087,2023-04-12T11:57:56.087,1.005,0.706,0.012,0.630,-0.323
1681293476097,2023-04-12T11:57:56.097,1.015,0.706,0.012,0.630,-0.323
1681293476107,2023-04-12T11:57:56.107,1.025,0.707,0.011,0.629,-0.322
1681293476118,2023-04-12T11:57:56.118,1.036,0.708,0.010,0.629,-0.321
1681293476128,2023-04-12T11:57:56.128,1.046,0.709,0.008,0.628,-0.320
1681293476137,2023-04-12T11:57:56.137,1.055,0.711,0.006,0.627,-0.319
1681293476147,2023-04-12T11:57:56.147,1.065,0.712,0.005,0.625,-0.318
1681293476157,2023-04-12T11:57:56.157,1.075,0.714,0.003,0.624,-0.317
1681293476167,2023-04-12T11:57:56.167,1.085,0.716,0.002,0.623,-0.316
1681293476176,2023-04-12T11:57:56.176,1.094,0.717,0.001,0.622,-0.315
1681293476186,2023-04-12T11:57:56.186,1.104,0.718,-0.000,0.621,-0.315
1681293476197,2023-04-12T11:57:56.197,1.115,0.719,-0.001,0.620,-0.314
1681293476207,2023-04-12T11:57:56.207,1.125,0.720,-0.001,0.619,-0.314
1681293476217,2023-04-12T11:57:56.217,1.135,0.721,-0.002,0.618,-0.313
1681293476226,2023-04-12T11:57:56.226,1.144,0.721,-0.003,0.618,-0.313
1681293476236,2023-04-12T11:57:56.236,1.154,0.722,-0.004,0.617,-0.313
1681293476246,2023-04-12T11:57:56.246,1.164,0.723,-0.006,0.616,-0.312
1681293476257,2023-04-12T11:57:56.257,1.175,0.724,-0.007,0.615,-0.311
1681293476267,2023-04-12T11:57:56.267,1.185,0.725,-0.008,0.614,-0.310
1681293476276,2023-04-12T11:57:56.276,1.194,0.726,-0.009,0.614,-0.310
1681293476286,2023-04-12T11:57:56.286,1.204,0.727,-0.010,0.613,-0.309
1681293476296,2023-04-12T11:57:56.296,1.214,0.728,-0.011,0.612,-0.308
1681293476307,2023-04-12T11:57:56.307,1.225,0.730,-0.011,0.610,-0.307
1681293476317,2023-04-12T11:57:56.317,1.235,0.732,-0.010,0.609,-0.306
1681293476326,2023-04-12T11:57:56.326,1.244,0.733,-0.009,0.607,-0.305
1681293476336,2023-04-12T11:57:56.336,1.254,0.735,-0.008,0.606,-0.305
1681293476346,2023-04-12T11:57:56.346,1.264,0.736,-0.007,0.605,-0.304
1681293476356,2023-04-12T11:57:56.356,1.274,0.737,-0.006,0.604,-0.303
1681293476367,2023-04-12T11:57:56.367,1.285,0.739,-0.005,0.602,-0.302
1681293476375,2023-04-12T11:57:56.375,1.293,0.740,-0.003,0.601,-0.302
1681293476386,2023-04-12T11:57:56.386,1.304,0.741,-0.002,0.600,-0.301
1681293476396,2023-04-12T11:57:56.396,1.314,0.742,-0.000,0.599,-0.301
1681293476406,2023-04-12T11:57:56.406,1.324,0.743,0.001,0.598,-0.301
1681293476416,2023-04-12T11:57:56.416,1.334,0.744,0.003,0.596,-0.301
1681293476425,2023-04-12T11:57:56.425,1.343,0.744,0.003,0.596,-0.302
1681293476435,2023-04-12T11:57:56.435,1.353,0.745,0.003,0.595,-0.302
1681293476446,2023-04-12T11:57:56.446,1.364,0.745,0.003,0.595,-0.303
1681293476456,2023-04-12T11:57:56.456,1.374,0.745,0.002,0.594,-0.303
1681293476465,2023-04-12T11:57:56.465,1.383,0.745,0.002,0.594,-0.303
1681293476475,2023-04-12T11:57:56.475,1.393,0.745,0.003,0.593,-0.304
1681293476485,2023-04-12T11:57:56.485,1.403,0.745,0.004,0.593,-0.304
1681293476495,2023-04-12T11:57:56.495,1.413,0.745,0.004,0.594,-0.305
1681293476506,2023-04-12T11:57:56.506,1.424,0.744,0.005,0.594,-0.305
1681293476515,2023-04-12T11:57:56.515,1.433,0.744,0.006,0.594,-0.306
1681293476526,2023-04-12T11:57:56.526,1.444,0.744,0.006,0.594,-0.306
1681293476535,2023-04-12T11:57:56.535,1.453,0.743,0.007,0.595,-0.306
1681293476545,2023-04-12T11:57:56.545,1.463,0.743,0.007,0.595,-0.306
1681293476556,2023-04-12T11:57:56.556,1.474,0.743,0.008,0.595,-0.306
1681293476564,2023-04-12T11:57:56.564,1.482,0.744,0.008,0.594,-0.306
1681293476575,2023-04-12T11:57:56.575,1.493,0.744,0.008,0.594,-0.306
1681293476585,2023-04-12T11:57:56.585,1.503,0.744,0.008,0.593,-0.306
1681293476595,2023-04-12T11:57:56.595,1.513,0.745,0.008,0.593,-0.306
1681293476605,2023-04-12T11:57:56.605,1.523,0.745,0.007,0.593,-0.307
1681293476616,2023-04-12T11:57:56.616,1.534,0.745,0.006,0.593,-0.307
1681293476624,2023-04-12T11:57:56.624,1.542,0.745,0.005,0.592,-0.307
1681293476635,2023-04-12T11:57:56.635,1.553,0.745,0.004,0.592,-0.307
1681293476645,2023-04-12T11:57:56.645,1.563,0.745,0.004,0.592,-0.307
1681293476655,2023-04-12T11:57:56.655,1.573,0.745,0.004,0.592,-0.307
1681293476664,2023-04-12T11:57:56.664,1.582,0.745,0.004,0.592,-0.307
1681293476674,2023-04-12T11:57:56.674,1.592,0.744,0.005,0.593,-0.307
1681293476684,2023-04-12T11:57:56.684,1.602,0.744,0.005,0.593,-0.307
1681293476695,2023-04-12T11:57:56.695,1.613,0.744,0.006,0.594,-0.306
1681293476705,2023-04-12T11:57:56.705,1.623,0.743,0.006,0.595,-0.306
1681293476714,2023-04-12T11:57:56.714,1.632,0.743,0.007,0.595,-0.305
1681293476724,2023-04-12T11:57:56.724,1.642,0.743,0.008,0.596,-0.305
1681293476734,2023-04-12T11:57:56.734,1.652,0.742,0.008,0.597,-0.304
1681293476745,2023-04-12T11:57:56.745,1.663,0.742,0.008,0.598,-0.303
1681293476755,2023-04-12T11:57:56.755,1.673,0.742,0.008,0.598,-0.302
1681293476764,2023-04-12T11:57:56.764,1.682,0.742,0.008,0.599,-0.302
1681293476774,2023-04-12T11:57:56.774,1.692,0.742,0.008,0.599,-0.301
1681293476784,2023-04-12T11:57:56.784,1.702,0.742,0.008,0.600,-0.299
1681293476794,2023-04-12T11:57:56.794,1.712,0.742,0.009,0.600,-0.298
1681293476803,2023-04-12T11:57:56.803,1.721,0.743,0.008,0.600,-0.297
1681293476813,2023-04-12T11:57:56.813,1.731,0.743,0.008,0.601,-0.296
1681293476824,2023-04-12T11:57:56.824,1.742,0.743,0.008,0.600,-0.295
1681293476834,2023-04-12T11:57:56.834,1.752,0.744,0.007,0.600,-0.294
1681293476844,2023-04-12T11:57:56.844,1.762,0.744,0.007,0.600,-0.294
1681293476854,2023-04-12T11:57:56.854,1.772,0.744,0.006,0.600,-0.294
1681293476863,2023-04-12T11:57:56.863,1.781,0.744,0.006,0.600,-0.294
1681293476873,2023-04-12T11:57:56.873,1.791,0.745,0.006,0.599,-0.294
1681293476884,2023-04-12T11:57:56.884,1.802,0.745,0.005,0.599,-0.294
1681293476894,2023-04-12T11:57:56.894,1.812,0.745,0.005,0.599,-0.294
1681293476903,2023-04-12T11:57:56.903,1.821,0.745,0.004,0.598,-0.295
1681293476913,2023-04-12T11:57:56.913,1.831,0.745,0.004,0.598,-0.295
1681293476923,2023-04-12T11:57:56.923,1.841,0.745,0.005,0.598,-0.295
1681293476933,2023-04-12T11:57:56.933,1.851,0.745,0.005,0.598,-0.295
1681293476944,2023-04-12T11:57:56.944,1.862,0.745,0.006,0.598,-0.295
1681293476953,2023-04-12T11:57:56.953,1.871,0.745,0.006,0.598,-0.295
1681293476963,2023-04-12T11:57:56.963,1.881,0.745,0.007,0.599,-0.294
1681293476973,2023-04-12T11:57:56.973,1.891,0.745,0.007,0.599,-0.294
1681293476983,2023-04-12T11:57:56.983,1.901,0.744,0.007,0.600,-0.294
1681293476994,2023-04-12T11:57:56.994,1.912,0.744,0.007,0.600,-0.294
1681293477002,2023-04-12T11:57:57.002,1.920,0.744,0.007,0.600,-0.293
1681293477013,2023-04-12T11:57:57.013,1.931,0.744,0.007,0.601,-0.293
1681293477023,2023-04-12T11:57:57.023,1.941,0.744,0.006,0.601,-0.293
