epoch (ms),time (01:00),elapsed (s),w (number),x (number),y (number), z (number)
1681293271260,2023-04-12T11:54:31.260,0.000,0.805,-0.206,0.556,0.000
1681293271270,2023-04-12T11:54:31.270,0.010,0.805,-0.206,0.556,-0.000
1681293271280,2023-04-12T11:54:31.280,0.020,0.805,-0.206,0.556,-0.000
1681293271289,2023-04-12T11:54:31.289,0.029,0.805,-0.206,0.556,-0.000
1681293271299,2023-04-12T11:54:31.299,0.039,0.805,-0.206,0.556,-0.000
1681293271310,2023-04-12T11:54:31.310,0.050,0.805,-0.206,0.556,-0.000
1681293271320,2023-04-12T11:54:31.320,0.060,0.805,-0.206,0.556,-0.000
1681293271330,2023-04-12T11:54:31.330,0.070,0.805,-0.206,0.556,0.000
1681293271339,2023-04-12T11:54:31.339,0.079,0.805,-0.206,0.556,0.000
1681293271349,2023-04-12T11:54:31.349,0.089,0.805,-0.206,0.556,0.000
1681293271359,2023-04-12T11:54:31.359,0.099,0.805,-0.206,0.556,0.000
1681293271370,2023-04-12T11:54:31.370,0.110,0.805,-0.206,0.556,0.000
1681293271380,2023-04-12T11:54:31.380,0.120,0.805,-0.206,0.556,0.000
1681293271389,2023-04-12T11:54:31.389,0.129,0.805,-0.206,0.556,0.000
1681293271399,2023-04-12T11:54:31.399,0.139,0.805,-0.206,0.556,0.000
1681293271409,2023-04-12T11:54:31.409,0.149,0.805,-0.206,0.556,0.000
1681293271419,2023-04-12T11:54:31.419,0.159,0.805,-0.206,0.556,0.000
1681293271430,2023-04-12T11:54:31.430,0.170,0.805,-0.206,0.556,0.000
1681293271438,2023-04-12T11:54:31.438,0.178,0.805,-0.206,0.556,0.000
1681293271449,2023-04-12T11:54:31.449,0.189,0.805,-0.206,0.556,0.000
1681293271459,2023-04-12T11:54:31.459,0.199,0.805,-0.206,0.556,-0.000
1681293271469,2023-04-12T11:54:31.469,0.209,0.805,-0.206,0.556,-0.000
1681293271478,2023-04-12T11:54:31.478,0.218,0.805,-0.206,0.556,-0.000
1681293271488,2023-04-12T11:54:31.488,0.228,0.805,-0.206,0.556,-0.000
1681293271498,2023-04-12T11:54:31.498,0.238,0.805,-0.206,0.556,-0.000
1681293271509,2023-04-12T11:54:31.509,0.249,0.805,-0.206,0.556,-0.000
1681293271519,2023-04-12T11:54:31.519,0.259,0.805,-0.206,0.556,-0.000
1681293271528,2023-04-12T11:54:31.528,0.268,0.805,-0.206,0.556,-0.000
1681293271538,2023-04-12T11:54:31.538,0.278,0.805,-0.206,0.556,-0.000
1681293271548,2023-04-12T11:54:31.548,0.288,0.805,-0.206,0.556,-0.000
1681293271559,2023-04-12T11:54:31.559,0.299,0.805,-0.206,0.556,-0.000
1681293271569,2023-04-12T11:54:31.569,0.309,0.805,-0.206,0.556,-0.000
1681293271578,2023-04-12T11:54:31.578,0.318,0.805,-0.206,0.556,-0.000
1681293271588,2023-04-12T11:54:31.588,0.328,0.805,-0.206,0.556,-0.000
