epoch (ms),time (01:00),elapsed (s),w (number),x (number),y (number), z (number)
1681293400260,2023-04-12T11:56:40.260,0.000,0.802,0.075,0.593,0.000
1681293400270,2023-04-12T11:56:40.270,0.010,0.802,0.075,0.593,-0.000
1681293400280,2023-04-12T11:56:40.280,0.020,0.802,0.075,0.592,-0.000
1681293400289,2023-04-12T11:56:40.289,0.029,0.802,0.075,0.592,-0.000
1681293400299,2023-04-12T11:56:40.299,0.039,0.802,0.075,0.592,-0.000
1681293400310,2023-04-12T11:56:40.310,0.050,0.802,0.075,0.592,-0.001
1681293400320,2023-04-12T11:56:40.320,0.060,0.802,0.075,0.592,-0.001
1681293400330,2023-04-12T11:56:40.330,0.070,0.802,0.076,0.592,-0.001
1681293400340,2023-04-12T11:56:40.340,0.080,0.802,0.076,0.592,-0.001
1681293400349,2023-04-12T11:56:40.349,0.089,0.802,0.076,0.592,-0.001
1681293400359,2023-04-12T11:56:40.359,0.099,0.802,0.076,0.592,-0.001
1681293400370,2023-04-12T11:56:40.370,0.110,0.802,0.076,0.592,-0.001
1681293400380,2023-04-12T11:56:40.380,0.120,0.803,0.076,0.592,-0.001
1681293400390,2023-04-12T11:56:40.390,0.130,0.803,0.076,0.592,-0.001
1681293400399,2023-04-12T11:56:40.399,0.139,0.803,0.076,0.592,-0.001
1681293400409,2023-04-12T11:56:40.409,0.149,0.803,0.076,0.592,-0.001
1681293400420,2023-04-12T11:56:40.420,0.160,0.803,0.076,0.592,-0.001
1681293400430,2023-04-12T11:56:40.430,0.170,0.803,0.076,0.592,-0.002
1681293400440,2023-04-12T11:56:40.440,0.180,0.803,0.076,0.592,-0.002
1681293400450,2023-04-12T11:56:40.450,0.190,0.803,0.077,0.592,-0.002
1681293400459,2023-04-12T11:56:40.459,0.199,0.803,0.077,0.591,-0.002
1681293400469,2023-04-12T11:56:40.469,0.209,0.803,0.077,0.591,-0.002
1681293400480,2023-04-12T11:56:40.480,0.220,0.803,0.077,0.591,-0.002
1681293400490,2023-04-12T11:56:40.490,0.230,0.803,0.077,0.591,-0.002
1681293400500,2023-04-12T11:56:40.500,0.240,0.803,0.077,0.591,-0.002
1681293400509,2023-04-12T11:56:40.509,0.249,0.803,0.077,0.591,-0.002
1681293400519,2023-04-12T11:56:40.519,0.259,0.803,0.077,0.591,-0.002
1681293400529,2023-04-12T11:56:40.529,0.269,0.803,0.077,0.591,-0.002
1681293400540,2023-04-12T11:56:40.540,0.280,0.803,0.077,0.591,-0.002
1681293400550,2023-04-12T11:56:40.550,0.290,0.803,0.077,0.591,-0.002
1681293400560,2023-04-12T11:56:40.560,0.300,0.803,0.077,0.591,-0.002
1681293400569,2023-04-12T11:56:40.569,0.309,0.803,0.077,0.591,-0.002
1681293400579,2023-04-12T11:56:40.579,0.319,0.803,0.077,0.591,-0.002
1681293400589,2023-04-12T11:56:40.589,0.329,0.803,0.077,0.591,-0.002
1681293400600,2023-04-12T11:56:40.600,0.340,0.803,0.077,0.591,-0.002
1681293400610,2023-04-12T11:56:40.610,0.350,0.803,0.077,0.591,-0.002
1681293400619,2023-04-12T11:56:40.619,0.359,0.803,0.077,0.591,-0.002
1681293400629,2023-04-12T11:56:40.629,0.369,0.803,0.077,0.591,-0.002
1681293400639,2023-04-12T11:56:40.639,0.379,0.803,0.077,0.591,-0.002
1681293400650,2023-04-12T11:56:40.650,0.390,0.803,0.078,0.591,-0.002
1681293400660,2023-04-12T11:56:40.660,0.400,0.803,0.078,0.591,-0.002
1681293400669,2023-04-12T11:56:40.669,0.409,0.803,0.078,0.591,-0.002
1681293400679,2023-04-12T11:56:40.679,0.419,0.803,0.078,0.591,-0.002
1681293400689,2023-04-12T11:56:40.689,0.429,0.803,0.078,0.592,-0.002
1681293400699,2023-04-12T11:56:40.699,0.439,0.802,0.078,0.592,-0.002
1681293400710,2023-04-12T11:56:40.710,0.450,0.802,0.078,0.592,-0.003
1681293400720,2023-04-12T11:56:40.720,0.460,0.802,0.078,0.592,-0.003
1681293400729,2023-04-12T11:56:40.729,0.469,0.802,0.078,0.592,-0.003
1681293400739,2023-04-12T11:56:40.739,0.479,0.802,0.078,0.592,-0.003
1681293400749,2023-04-12T11:56:40.749,0.489,0.802,0.078,0.592,-0.003
1681293400759,2023-04-12T11:56:40.759,0.499,0.802,0.078,0.592,-0.003
1681293400770,2023-04-12T11:56:40.770,0.510,0.802,0.079,0.592,-0.003
