epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1681293400260,2023-04-12T11:56:40.260,0.000,-0.012,0.002,0.004
1681293400270,2023-04-12T11:56:40.270,0.010,-0.021,0.002,0.007
1681293400280,2023-04-12T11:56:40.280,0.020,-0.017,0.001,0.007
1681293400289,2023-04-12T11:56:40.289,0.029,-0.014,0.004,0.006
1681293400299,2023-04-12T11:56:40.299,0.039,-0.012,0.005,0.004
1681293400310,2023-04-12T11:56:40.310,0.050,-0.014,0.008,0.004
1681293400320,2023-04-12T11:56:40.320,0.060,-0.012,0.011,0.002
1681293400330,2023-04-12T11:56:40.330,0.070,-0.019,0.012,0.008
1681293400340,2023-04-12T11:56:40.340,0.080,-0.021,0.009,0.010
1681293400349,2023-04-12T11:56:40.349,0.089,-0.016,0.009,0.009
1681293400359,2023-04-12T11:56:40.359,0.099,-0.012,0.012,0.008
1681293400370,2023-04-12T11:56:40.370,0.110,-0.009,0.012,0.007
1681293400380,2023-04-12T11:56:40.380,0.120,-0.013,0.008,0.007
1681293400390,2023-04-12T11:56:40.390,0.130,-0.012,0.005,0.004
1681293400399,2023-04-12T11:56:40.399,0.139,-0.014,0.004,0.003
1681293400409,2023-04-12T11:56:40.409,0.149,-0.020,0.003,0.004
1681293400420,2023-04-12T11:56:40.420,0.160,-0.018,0.005,0.006
1681293400430,2023-04-12T11:56:40.430,0.170,-0.016,0.005,0.006
1681293400440,2023-04-12T11:56:40.440,0.180,-0.015,0.009,0.006
1681293400450,2023-04-12T11:56:40.450,0.190,-0.012,0.007,0.008
1681293400459,2023-04-12T11:56:40.459,0.199,-0.014,0.006,0.008
1681293400469,2023-04-12T11:56:40.469,0.209,-0.016,0.006,0.006
1681293400480,2023-04-12T11:56:40.480,0.220,-0.016,0.008,0.004
1681293400490,2023-04-12T11:56:40.490,0.230,-0.016,0.004,0.007
1681293400500,2023-04-12T11:56:40.500,0.240,-0.015,0.005,0.007
1681293400509,2023-04-12T11:56:40.509,0.249,-0.013,0.007,0.006
1681293400519,2023-04-12T11:56:40.519,0.259,-0.011,0.012,0.002
1681293400529,2023-04-12T11:56:40.529,0.269,-0.015,0.012,0.003
1681293400540,2023-04-12T11:56:40.540,0.280,-0.020,0.008,0.004
1681293400550,2023-04-12T11:56:40.550,0.290,-0.018,0.009,0.005
1681293400560,2023-04-12T11:56:40.560,0.300,-0.014,0.009,0.006
1681293400569,2023-04-12T11:56:40.569,0.309,-0.013,0.015,0.002
1681293400579,2023-04-12T11:56:40.579,0.319,-0.012,0.017,-0.000
