epoch (ms),time (01:00),elapsed (s),w (number),x (number),y (number), z (number)
1681820002158,2023-04-18T14:13:22.158,0.000,0.850,-0.177,0.496,0.000
1681820002169,2023-04-18T14:13:22.169,0.011,0.850,-0.177,0.496,-0.000
1681820002177,2023-04-18T14:13:22.177,0.019,0.850,-0.177,0.496,-0.000
1681820002188,2023-04-18T14:13:22.188,0.030,0.850,-0.177,0.496,-0.000
1681820002198,2023-04-18T14:13:22.198,0.040,0.850,-0.177,0.496,-0.000
1681820002208,2023-04-18T14:13:22.208,0.050,0.850,-0.177,0.496,-0.000
1681820002217,2023-04-18T14:13:22.217,0.059,0.850,-0.177,0.496,-0.000
1681820002227,2023-04-18T14:13:22.227,0.069,0.850,-0.177,0.496,-0.000
1681820002237,2023-04-18T14:13:22.237,0.079,0.850,-0.177,0.496,-0.000
1681820002248,2023-04-18T14:13:22.248,0.090,0.850,-0.177,0.496,-0.000
1681820002258,2023-04-18T14:13:22.258,0.100,0.850,-0.177,0.496,-0.000
1681820002267,2023-04-18T14:13:22.267,0.109,0.850,-0.177,0.496,-0.000
1681820002277,2023-04-18T14:13:22.277,0.119,0.850,-0.177,0.496,-0.000
1681820002287,2023-04-18T14:13:22.287,0.129,0.850,-0.177,0.496,-0.000
1681820002298,2023-04-18T14:13:22.298,0.140,0.850,-0.177,0.496,-0.000
1681820002308,2023-04-18T14:13:22.308,0.150,0.850,-0.177,0.496,-0.000
1681820002317,2023-04-18T14:13:22.317,0.159,0.850,-0.177,0.496,-0.000
1681820002327,2023-04-18T14:13:22.327,0.169,0.850,-0.177,0.496,-0.000
1681820002337,2023-04-18T14:13:22.337,0.179,0.850,-0.177,0.496,-0.000
1681820002347,2023-04-18T14:13:22.347,0.189,0.850,-0.177,0.496,-0.000
1681820002358,2023-04-18T14:13:22.358,0.200,0.850,-0.177,0.496,-0.000
1681820002366,2023-04-18T14:13:22.366,0.208,0.850,-0.177,0.496,-0.000
1681820002377,2023-04-18T14:13:22.377,0.219,0.850,-0.177,0.496,-0.000
1681820002387,2023-04-18T14:13:22.387,0.229,0.850,-0.177,0.496,-0.000
1681820002397,2023-04-18T14:13:22.397,0.239,0.850,-0.177,0.496,-0.000
1681820002407,2023-04-18T14:13:22.407,0.249,0.850,-0.177,0.496,-0.000
1681820002416,2023-04-18T14:13:22.416,0.258,0.850,-0.177,0.496,-0.000
1681820002426,2023-04-18T14:13:22.426,0.268,0.850,-0.177,0.496,-0.000
1681820002437,2023-04-18T14:13:22.437,0.279,0.850,-0.177,0.496,-0.000
1681820002447,2023-04-18T14:13:22.447,0.289,0.850,-0.177,0.496,-0.000
1681820002457,2023-04-18T14:13:22.457,0.299,0.850,-0.177,0.496,-0.000
1681820002466,2023-04-18T14:13:22.466,0.308,0.850,-0.177,0.496,-0.000
1681820002476,2023-04-18T14:13:22.476,0.318,0.850,-0.177,0.496,-0.000
1681820002486,2023-04-18T14:13:22.486,0.328,0.850,-0.177,0.495,-0.000
1681820002497,2023-04-18T14:13:22.497,0.339,0.851,-0.177,0.495,0.000
1681820002506,2023-04-18T14:13:22.506,0.348,0.851,-0.177,0.495,0.000
1681820002516,2023-04-18T14:13:22.516,0.358,0.851,-0.177,0.495,0.000
1681820002526,2023-04-18T14:13:22.526,0.368,0.851,-0.177,0.495,0.000
1681820002536,2023-04-18T14:13:22.536,0.378,0.851,-0.177,0.495,0.000
1681820002547,2023-04-18T14:13:22.547,0.389,0.851,-0.177,0.494,0.000
1681820002557,2023-04-18T14:13:22.557,0.399,0.851,-0.177,0.494,0.001
1681820002566,2023-04-18T14:13:22.566,0.408,0.851,-0.177,0.494,0.001
1681820002576,2023-04-18T14:13:22.576,0.418,0.851,-0.177,0.494,0.001
1681820002586,2023-04-18T14:13:22.586,0.428,0.851,-0.177,0.494,0.001
1681820002596,2023-04-18T14:13:22.596,0.438,0.851,-0.177,0.494,0.001
1681820002605,2023-04-18T14:13:22.605,0.447,0.851,-0.177,0.494,0.001
1681820002615,2023-04-18T14:13:22.615,0.457,0.851,-0.177,0.494,0.001
1681820002626,2023-04-18T14:13:22.626,0.468,0.851,-0.177,0.495,0.001
1681820002636,2023-04-18T14:13:22.636,0.478,0.851,-0.177,0.494,0.001
1681820002646,2023-04-18T14:13:22.646,0.488,0.851,-0.177,0.494,0.001
1681820002655,2023-04-18T14:13:22.655,0.497,0.851,-0.177,0.494,0.001
1681820002665,2023-04-18T14:13:22.665,0.507,0.851,-0.177,0.494,0.001
1681820002675,2023-04-18T14:13:22.675,0.517,0.851,-0.177,0.494,0.001
