epoch (ms),time (01:00),elapsed (s),w (number),x (number),y (number), z (number)
1681817862902,2023-04-18T13:37:42.902,0.000,0.746,0.089,0.660,0.000
1681817862911,2023-04-18T13:37:42.911,0.009,0.746,0.090,0.660,-0.000
1681817862921,2023-04-18T13:37:42.921,0.019,0.746,0.090,0.660,-0.000
1681817862932,2023-04-18T13:37:42.932,0.030,0.746,0.090,0.660,-0.000
1681817862942,2023-04-18T13:37:42.942,0.040,0.746,0.090,0.660,-0.000
1681817862952,2023-04-18T13:37:42.952,0.050,0.746,0.090,0.660,-0.000
1681817862961,2023-04-18T13:37:42.961,0.059,0.746,0.090,0.659,-0.000
1681817862971,2023-04-18T13:37:42.971,0.069,0.746,0.090,0.659,-0.000
1681817862981,2023-04-18T13:37:42.981,0.079,0.747,0.090,0.659,-0.000
1681817862992,2023-04-18T13:37:42.992,0.090,0.747,0.090,0.659,-0.000
1681817863002,2023-04-18T13:37:43.002,0.100,0.747,0.090,0.659,-0.000
1681817863011,2023-04-18T13:37:43.011,0.109,0.747,0.090,0.659,-0.000
1681817863021,2023-04-18T13:37:43.021,0.119,0.747,0.090,0.659,-0.000
1681817863031,2023-04-18T13:37:43.031,0.129,0.747,0.090,0.659,-0.000
1681817863041,2023-04-18T13:37:43.041,0.139,0.747,0.090,0.659,-0.000
1681817863052,2023-04-18T13:37:43.052,0.150,0.747,0.090,0.659,-0.000
1681817863062,2023-04-18T13:37:43.062,0.160,0.747,0.090,0.658,-0.000
1681817863071,2023-04-18T13:37:43.071,0.169,0.747,0.090,0.658,-0.000
1681817863081,2023-04-18T13:37:43.081,0.179,0.747,0.090,0.658,-0.000
1681817863091,2023-04-18T13:37:43.091,0.189,0.747,0.090,0.658,-0.000
1681817863101,2023-04-18T13:37:43.101,0.199,0.747,0.090,0.658,-0.000
1681817863112,2023-04-18T13:37:43.112,0.210,0.747,0.090,0.658,-0.000
1681817863120,2023-04-18T13:37:43.120,0.218,0.747,0.090,0.658,-0.000
1681817863131,2023-04-18T13:37:43.131,0.229,0.747,0.090,0.658,-0.000
1681817863141,2023-04-18T13:37:43.141,0.239,0.747,0.090,0.658,-0.000
1681817863151,2023-04-18T13:37:43.151,0.249,0.747,0.090,0.658,-0.000
1681817863161,2023-04-18T13:37:43.161,0.259,0.747,0.090,0.658,-0.000
1681817863172,2023-04-18T13:37:43.172,0.270,0.747,0.090,0.658,-0.000
1681817863181,2023-04-18T13:37:43.181,0.279,0.747,0.090,0.658,-0.000
1681817863191,2023-04-18T13:37:43.191,0.289,0.747,0.090,0.658,-0.000
1681817863201,2023-04-18T13:37:43.201,0.299,0.747,0.090,0.658,-0.000
1681817863211,2023-04-18T13:37:43.211,0.309,0.748,0.089,0.658,-0.000
1681817863222,2023-04-18T13:37:43.222,0.320,0.748,0.089,0.658,-0.000
1681817863230,2023-04-18T13:37:43.230,0.328,0.748,0.089,0.658,-0.000
1681817863241,2023-04-18T13:37:43.241,0.339,0.748,0.089,0.658,-0.000
1681817863251,2023-04-18T13:37:43.251,0.349,0.748,0.089,0.658,-0.000
1681817863261,2023-04-18T13:37:43.261,0.359,0.748,0.089,0.658,-0.000
1681817863271,2023-04-18T13:37:43.271,0.369,0.748,0.089,0.658,-0.000
1681817863282,2023-04-18T13:37:43.282,0.380,0.748,0.089,0.657,-0.000
1681817863290,2023-04-18T13:37:43.290,0.388,0.748,0.089,0.657,-0.000
1681817863301,2023-04-18T13:37:43.301,0.399,0.748,0.089,0.657,-0.000
1681817863311,2023-04-18T13:37:43.311,0.409,0.749,0.089,0.657,-0.000
1681817863321,2023-04-18T13:37:43.321,0.419,0.749,0.089,0.657,-0.000
1681817863331,2023-04-18T13:37:43.331,0.429,0.749,0.089,0.657,-0.000
1681817863340,2023-04-18T13:37:43.340,0.438,0.749,0.089,0.657,-0.001
1681817863350,2023-04-18T13:37:43.350,0.448,0.749,0.089,0.657,-0.001
1681817863361,2023-04-18T13:37:43.361,0.459,0.749,0.089,0.657,-0.001
1681817863371,2023-04-18T13:37:43.371,0.469,0.749,0.089,0.656,-0.001
1681817863381,2023-04-18T13:37:43.381,0.479,0.749,0.089,0.656,-0.001
1681817863390,2023-04-18T13:37:43.390,0.488,0.749,0.089,0.656,-0.001
1681817863400,2023-04-18T13:37:43.400,0.498,0.749,0.089,0.656,-0.001
1681817863411,2023-04-18T13:37:43.411,0.509,0.750,0.089,0.656,-0.001
1681817863421,2023-04-18T13:37:43.421,0.519,0.750,0.089,0.656,-0.002
1681817863431,2023-04-18T13:37:43.431,0.529,0.750,0.089,0.656,-0.002
1681817863441,2023-04-18T13:37:43.441,0.539,0.750,0.089,0.655,-0.002
1681817863450,2023-04-18T13:37:43.450,0.548,0.750,0.089,0.655,-0.002
1681817863460,2023-04-18T13:37:43.460,0.558,0.750,0.089,0.655,-0.002
1681817863471,2023-04-18T13:37:43.471,0.569,0.750,0.089,0.655,-0.003
1681817863481,2023-04-18T13:37:43.481,0.579,0.750,0.090,0.655,-0.003
1681817863491,2023-04-18T13:37:43.491,0.589,0.751,0.090,0.655,-0.003
1681817863500,2023-04-18T13:37:43.500,0.598,0.751,0.090,0.654,-0.003
1681817863510,2023-04-18T13:37:43.510,0.608,0.751,0.090,0.654,-0.004
1681817863520,2023-04-18T13:37:43.520,0.618,0.751,0.090,0.654,-0.004
1681817863531,2023-04-18T13:37:43.531,0.629,0.751,0.090,0.654,-0.004
1681817863541,2023-04-18T13:37:43.541,0.639,0.751,0.090,0.654,-0.004
1681817863551,2023-04-18T13:37:43.551,0.649,0.751,0.090,0.654,-0.005
1681817863560,2023-04-18T13:37:43.560,0.658,0.752,0.090,0.653,-0.005
1681817863570,2023-04-18T13:37:43.570,0.668,0.752,0.090,0.653,-0.005
1681817863580,2023-04-18T13:37:43.580,0.678,0.752,0.090,0.653,-0.005
1681817863591,2023-04-18T13:37:43.591,0.689,0.752,0.091,0.653,-0.006
1681817863601,2023-04-18T13:37:43.601,0.699,0.752,0.091,0.653,-0.006
1681817863611,2023-04-18T13:37:43.611,0.709,0.752,0.091,0.653,-0.006
1681817863620,2023-04-18T13:37:43.620,0.718,0.752,0.091,0.653,-0.006
1681817863630,2023-04-18T13:37:43.630,0.728,0.752,0.091,0.653,-0.006
1681817863640,2023-04-18T13:37:43.640,0.738,0.752,0.092,0.653,-0.007
1681817863651,2023-04-18T13:37:43.651,0.749,0.752,0.092,0.653,-0.007
1681817863661,2023-04-18T13:37:43.661,0.759,0.752,0.092,0.653,-0.007
1681817863670,2023-04-18T13:37:43.670,0.768,0.752,0.092,0.652,-0.007
1681817863680,2023-04-18T13:37:43.680,0.778,0.752,0.091,0.652,-0.007
1681817863690,2023-04-18T13:37:43.690,0.788,0.752,0.091,0.652,-0.006
1681817863701,2023-04-18T13:37:43.701,0.799,0.752,0.091,0.652,-0.006
1681817863711,2023-04-18T13:37:43.711,0.809,0.753,0.090,0.652,-0.006
1681817863720,2023-04-18T13:37:43.720,0.818,0.753,0.090,0.652,-0.006
1681817863730,2023-04-18T13:37:43.730,0.828,0.753,0.089,0.652,-0.005
1681817863740,2023-04-18T13:37:43.740,0.838,0.753,0.088,0.652,-0.005
1681817863750,2023-04-18T13:37:43.750,0.848,0.753,0.087,0.652,-0.004
1681817863761,2023-04-18T13:37:43.761,0.859,0.753,0.087,0.652,-0.004
1681817863771,2023-04-18T13:37:43.771,0.869,0.754,0.086,0.652,-0.003
1681817863780,2023-04-18T13:37:43.780,0.878,0.754,0.085,0.651,-0.002
