epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1681818407844,2023-04-18T13:46:47.844,0.000,-0.020,0.000,0.005
1681818407855,2023-04-18T13:46:47.855,0.011,-0.027,0.001,0.006
1681818407865,2023-04-18T13:46:47.865,0.021,-0.023,0.001,0.006
1681818407875,2023-04-18T13:46:47.875,0.031,-0.023,0.004,0.006
1681818407884,2023-04-18T13:46:47.884,0.040,-0.023,0.003,0.006
1681818407894,2023-04-18T13:46:47.894,0.050,-0.023,0.004,0.005
1681818407904,2023-04-18T13:46:47.904,0.060,-0.022,0.004,0.006
1681818407915,2023-04-18T13:46:47.915,0.071,-0.021,0.005,0.007
1681818407924,2023-04-18T13:46:47.924,0.080,-0.019,0.005,0.008
1681818407934,2023-04-18T13:46:47.934,0.090,-0.020,0.005,0.007
1681818407944,2023-04-18T13:46:47.944,0.100,-0.022,0.006,0.008
1681818407954,2023-04-18T13:46:47.954,0.110,-0.019,0.008,0.008
1681818407965,2023-04-18T13:46:47.965,0.121,-0.020,0.006,0.006
1681818407973,2023-04-18T13:46:47.973,0.129,-0.021,0.006,0.009
1681818407984,2023-04-18T13:46:47.984,0.140,-0.020,0.008,0.008
1681818407994,2023-04-18T13:46:47.994,0.150,-0.024,0.007,0.006
1681818408004,2023-04-18T13:46:48.004,0.160,-0.025,0.008,0.004
1681818408014,2023-04-18T13:46:48.014,0.170,-0.021,0.006,0.004
1681818408023,2023-04-18T13:46:48.023,0.179,-0.020,0.005,0.006
1681818408033,2023-04-18T13:46:48.033,0.189,-0.018,0.003,0.005
1681818408044,2023-04-18T13:46:48.044,0.200,-0.017,0.003,0.007
1681818408054,2023-04-18T13:46:48.054,0.210,-0.019,0.000,0.005
1681818408064,2023-04-18T13:46:48.064,0.220,-0.021,0.001,0.004
1681818408073,2023-04-18T13:46:48.073,0.229,-0.020,0.002,0.004
1681818408083,2023-04-18T13:46:48.083,0.239,-0.015,-0.001,0.003
1681818408093,2023-04-18T13:46:48.093,0.249,-0.018,-0.001,0.005
1681818408104,2023-04-18T13:46:48.104,0.260,-0.018,0.002,0.006
1681818408114,2023-04-18T13:46:48.114,0.270,-0.016,0.002,0.004
1681818408123,2023-04-18T13:46:48.123,0.279,-0.016,0.003,0.006
1681818408133,2023-04-18T13:46:48.133,0.289,-0.016,0.000,-0.003
1681818408143,2023-04-18T13:46:48.143,0.299,-0.014,-0.002,-0.006
1681818408153,2023-04-18T13:46:48.153,0.309,-0.011,-0.006,-0.005
1681818408164,2023-04-18T13:46:48.164,0.320,-0.010,-0.007,-0.006
1681818408173,2023-04-18T13:46:48.173,0.329,-0.009,-0.009,-0.004
1681818408183,2023-04-18T13:46:48.183,0.339,-0.011,-0.012,-0.002
1681818408193,2023-04-18T13:46:48.193,0.349,-0.014,-0.011,-0.004
1681818408203,2023-04-18T13:46:48.203,0.359,-0.014,-0.009,-0.001
1681818408212,2023-04-18T13:46:48.212,0.368,-0.015,-0.008,-0.000
1681818408222,2023-04-18T13:46:48.222,0.378,-0.017,-0.009,-0.001
1681818408233,2023-04-18T13:46:48.233,0.389,-0.015,-0.006,-0.005
1681818408243,2023-04-18T13:46:48.243,0.399,-0.015,-0.006,-0.007
1681818408253,2023-04-18T13:46:48.253,0.409,-0.017,-0.008,-0.003
1681818408262,2023-04-18T13:46:48.262,0.418,-0.020,-0.007,-0.005
1681818408272,2023-04-18T13:46:48.272,0.428,-0.023,-0.008,-0.005
1681818408282,2023-04-18T13:46:48.282,0.438,-0.028,-0.007,-0.004
1681818408293,2023-04-18T13:46:48.293,0.449,-0.032,-0.004,-0.005
1681818408303,2023-04-18T13:46:48.303,0.459,-0.032,-0.003,-0.005
1681818408313,2023-04-18T13:46:48.313,0.469,-0.032,-0.003,-0.006
1681818408322,2023-04-18T13:46:48.322,0.478,-0.035,-0.002,-0.004
1681818408332,2023-04-18T13:46:48.332,0.488,-0.033,0.001,0.000
1681818408342,2023-04-18T13:46:48.342,0.498,-0.035,0.002,-0.001
1681818408353,2023-04-18T13:46:48.353,0.509,-0.037,0.003,0.001
1681818408362,2023-04-18T13:46:48.362,0.518,-0.038,0.002,0.004
1681818408372,2023-04-18T13:46:48.372,0.528,-0.038,0.001,0.008
1681818408382,2023-04-18T13:46:48.382,0.538,-0.043,0.002,0.008
1681818408392,2023-04-18T13:46:48.392,0.548,-0.042,0.004,0.009
1681818408403,2023-04-18T13:46:48.403,0.559,-0.035,0.008,0.014
1681818408411,2023-04-18T13:46:48.411,0.567,-0.029,0.010,0.008
1681818408422,2023-04-18T13:46:48.422,0.578,-0.027,0.010,0.010
1681818408432,2023-04-18T13:46:48.432,0.588,-0.031,0.001,0.022
1681818408442,2023-04-18T13:46:48.442,0.598,-0.035,-0.000,0.029
1681818408451,2023-04-18T13:46:48.451,0.607,-0.029,0.005,0.013
1681818408461,2023-04-18T13:46:48.461,0.617,-0.014,0.016,-0.008
1681818408471,2023-04-18T13:46:48.471,0.627,-0.004,0.022,-0.009
1681818408482,2023-04-18T13:46:48.482,0.638,-0.004,0.017,0.001
1681818408492,2023-04-18T13:46:48.492,0.648,-0.009,0.009,0.003
1681818408501,2023-04-18T13:46:48.501,0.657,-0.012,0.008,-0.001
1681818408511,2023-04-18T13:46:48.511,0.667,-0.013,0.007,-0.002
1681818408521,2023-04-18T13:46:48.521,0.677,-0.020,0.003,-0.002
1681818408531,2023-04-18T13:46:48.531,0.687,-0.023,-0.002,-0.006
1681818408542,2023-04-18T13:46:48.542,0.698,-0.025,-0.005,-0.011
1681818408550,2023-04-18T13:46:48.550,0.706,-0.026,-0.010,-0.014
1681818408562,2023-04-18T13:46:48.562,0.718,-0.028,-0.018,-0.019
1681818408571,2023-04-18T13:46:48.571,0.727,-0.031,-0.031,-0.019
1681818408581,2023-04-18T13:46:48.581,0.737,-0.032,-0.043,-0.021
1681818408591,2023-04-18T13:46:48.591,0.747,-0.033,-0.052,-0.021
1681818408600,2023-04-18T13:46:48.600,0.756,-0.037,-0.058,-0.021
1681818408611,2023-04-18T13:46:48.611,0.767,-0.040,-0.062,-0.024
1681818408621,2023-04-18T13:46:48.621,0.777,-0.040,-0.067,-0.025
1681818408631,2023-04-18T13:46:48.631,0.787,-0.043,-0.067,-0.027
1681818408641,2023-04-18T13:46:48.641,0.797,-0.046,-0.068,-0.029
1681818408650,2023-04-18T13:46:48.650,0.806,-0.052,-0.069,-0.029
1681818408660,2023-04-18T13:46:48.660,0.816,-0.055,-0.068,-0.028
1681818408671,2023-04-18T13:46:48.671,0.827,-0.061,-0.068,-0.026
1681818408681,2023-04-18T13:46:48.681,0.837,-0.066,-0.065,-0.017
1681818408691,2023-04-18T13:46:48.691,0.847,-0.081,-0.061,-0.016
1681818408700,2023-04-18T13:46:48.700,0.856,-0.091,-0.058,-0.026
1681818408710,2023-04-18T13:46:48.710,0.866,-0.093,-0.054,-0.034
1681818408720,2023-04-18T13:46:48.720,0.876,-0.080,-0.047,-0.038
1681818408731,2023-04-18T13:46:48.731,0.887,-0.068,-0.036,-0.038
1681818408741,2023-04-18T13:46:48.741,0.897,-0.058,-0.032,-0.040
1681818408750,2023-04-18T13:46:48.750,0.906,-0.047,-0.036,-0.036
1681818408760,2023-04-18T13:46:48.760,0.916,-0.036,-0.034,-0.033
1681818408770,2023-04-18T13:46:48.770,0.926,-0.040,-0.036,-0.023
1681818408780,2023-04-18T13:46:48.780,0.936,-0.044,-0.038,-0.018
1681818408789,2023-04-18T13:46:48.789,0.945,-0.051,-0.044,-0.021
1681818408801,2023-04-18T13:46:48.801,0.957,-0.064,-0.052,-0.027
1681818408810,2023-04-18T13:46:48.810,0.966,-0.074,-0.064,-0.034
1681818408820,2023-04-18T13:46:48.820,0.976,-0.089,-0.069,-0.032
1681818408830,2023-04-18T13:46:48.830,0.986,-0.089,-0.076,-0.033
1681818408839,2023-04-18T13:46:48.839,0.995,-0.086,-0.074,-0.036
1681818408849,2023-04-18T13:46:48.849,1.005,-0.080,-0.071,-0.034
1681818408860,2023-04-18T13:46:48.860,1.016,-0.066,-0.073,-0.036
1681818408870,2023-04-18T13:46:48.870,1.026,-0.045,-0.072,-0.039
1681818408880,2023-04-18T13:46:48.880,1.036,-0.035,-0.066,-0.038
1681818408889,2023-04-18T13:46:48.889,1.045,-0.026,-0.057,-0.033
1681818408899,2023-04-18T13:46:48.899,1.055,-0.018,-0.046,-0.021
1681818408909,2023-04-18T13:46:48.909,1.065,-0.021,-0.034,-0.011
1681818408920,2023-04-18T13:46:48.920,1.076,-0.028,-0.027,-0.009
1681818408930,2023-04-18T13:46:48.930,1.086,-0.033,-0.011,-0.013
1681818408939,2023-04-18T13:46:48.939,1.095,-0.026,-0.001,-0.017
1681818408949,2023-04-18T13:46:48.949,1.105,-0.030,0.010,-0.013
1681818408959,2023-04-18T13:46:48.959,1.115,-0.045,0.010,-0.010
1681818408969,2023-04-18T13:46:48.969,1.125,-0.039,0.008,-0.025
1681818408980,2023-04-18T13:46:48.980,1.136,-0.011,0.014,-0.016
1681818408988,2023-04-18T13:46:48.988,1.144,0.020,0.034,0.014
1681818408999,2023-04-18T13:46:48.999,1.155,0.023,0.046,0.024
1681818409009,2023-04-18T13:46:49.009,1.165,-0.002,0.051,0.023
1681818409019,2023-04-18T13:46:49.019,1.175,-0.017,0.056,0.017
1681818409029,2023-04-18T13:46:49.029,1.185,-0.013,0.058,0.024
1681818409040,2023-04-18T13:46:49.040,1.196,-0.028,0.057,0.031
1681818409049,2023-04-18T13:46:49.049,1.205,-0.049,0.064,0.055
1681818409059,2023-04-18T13:46:49.059,1.215,-0.088,0.050,0.065
