epoch (ms),time (01:00),elapsed (s),w (number),x (number),y (number), z (number)
1681818818317,2023-04-18T13:53:38.317,0.000,0.736,0.102,0.669,0.000
1681818818327,2023-04-18T13:53:38.327,0.010,0.736,0.102,0.669,0.000
1681818818337,2023-04-18T13:53:38.337,0.020,0.736,0.102,0.670,0.000
1681818818348,2023-04-18T13:53:38.348,0.031,0.735,0.102,0.670,0.000
1681818818358,2023-04-18T13:53:38.358,0.041,0.735,0.102,0.670,0.000
1681818818367,2023-04-18T13:53:38.367,0.050,0.735,0.102,0.671,0.000
1681818818377,2023-04-18T13:53:38.377,0.060,0.734,0.102,0.671,0.000
1681818818387,2023-04-18T13:53:38.387,0.070,0.734,0.102,0.672,0.000
1681818818397,2023-04-18T13:53:38.397,0.080,0.734,0.102,0.672,0.000
1681818818408,2023-04-18T13:53:38.408,0.091,0.733,0.102,0.672,-0.000
1681818818418,2023-04-18T13:53:38.418,0.101,0.733,0.102,0.673,-0.000
1681818818427,2023-04-18T13:53:38.427,0.110,0.732,0.102,0.673,-0.000
1681818818437,2023-04-18T13:53:38.437,0.120,0.732,0.102,0.673,-0.000
1681818818447,2023-04-18T13:53:38.447,0.130,0.732,0.102,0.674,-0.001
1681818818458,2023-04-18T13:53:38.458,0.141,0.731,0.103,0.674,-0.001
1681818818468,2023-04-18T13:53:38.468,0.151,0.731,0.103,0.675,-0.001
1681818818477,2023-04-18T13:53:38.477,0.160,0.731,0.103,0.675,-0.001
1681818818487,2023-04-18T13:53:38.487,0.170,0.730,0.103,0.675,-0.001
1681818818497,2023-04-18T13:53:38.497,0.180,0.730,0.103,0.676,-0.001
1681818818507,2023-04-18T13:53:38.507,0.190,0.729,0.104,0.676,-0.001
1681818818518,2023-04-18T13:53:38.518,0.201,0.729,0.104,0.676,-0.001
1681818818528,2023-04-18T13:53:38.528,0.211,0.729,0.104,0.677,-0.002
1681818818537,2023-04-18T13:53:38.537,0.220,0.729,0.105,0.677,-0.002
1681818818547,2023-04-18T13:53:38.547,0.230,0.728,0.105,0.677,-0.002
