epoch (ms),time (01:00),elapsed (s),w (number),x (number),y (number), z (number)
1681817336869,2023-04-18T13:28:56.869,0.000,0.833,-0.173,0.526,0.000
1681817336879,2023-04-18T13:28:56.879,0.010,0.832,-0.173,0.527,0.000
1681817336888,2023-04-18T13:28:56.888,0.019,0.832,-0.172,0.527,0.001
1681817336898,2023-04-18T13:28:56.898,0.029,0.832,-0.172,0.527,0.001
1681817336908,2023-04-18T13:28:56.908,0.039,0.832,-0.172,0.527,0.001
1681817336918,2023-04-18T13:28:56.918,0.049,0.832,-0.172,0.527,0.001
1681817336929,2023-04-18T13:28:56.929,0.060,0.832,-0.172,0.527,0.001
1681817336937,2023-04-18T13:28:56.937,0.068,0.832,-0.171,0.527,0.002
1681817336948,2023-04-18T13:28:56.948,0.079,0.833,-0.171,0.527,0.002
1681817336958,2023-04-18T13:28:56.958,0.089,0.833,-0.171,0.527,0.002
1681817336968,2023-04-18T13:28:56.968,0.099,0.833,-0.171,0.527,0.002
1681817336977,2023-04-18T13:28:56.977,0.108,0.833,-0.171,0.526,0.002
1681817336987,2023-04-18T13:28:56.987,0.118,0.833,-0.171,0.526,0.002
1681817336997,2023-04-18T13:28:56.997,0.128,0.833,-0.171,0.526,0.002
1681817337008,2023-04-18T13:28:57.008,0.139,0.833,-0.170,0.526,0.002
1681817337018,2023-04-18T13:28:57.018,0.149,0.833,-0.170,0.526,0.002
1681817337028,2023-04-18T13:28:57.028,0.159,0.833,-0.170,0.526,0.002
1681817337037,2023-04-18T13:28:57.037,0.168,0.833,-0.170,0.526,0.002
1681817337047,2023-04-18T13:28:57.047,0.178,0.833,-0.170,0.526,0.002
1681817337057,2023-04-18T13:28:57.057,0.188,0.833,-0.170,0.526,0.002
1681817337068,2023-04-18T13:28:57.068,0.199,0.833,-0.170,0.526,0.002
1681817337077,2023-04-18T13:28:57.077,0.208,0.833,-0.170,0.526,0.002
1681817337087,2023-04-18T13:28:57.087,0.218,0.833,-0.170,0.526,0.002
1681817337097,2023-04-18T13:28:57.097,0.228,0.833,-0.170,0.526,0.002
1681817337107,2023-04-18T13:28:57.107,0.238,0.833,-0.170,0.526,0.003
1681817337118,2023-04-18T13:28:57.118,0.249,0.833,-0.169,0.527,0.003
1681817337126,2023-04-18T13:28:57.126,0.257,0.833,-0.169,0.527,0.003
1681817337137,2023-04-18T13:28:57.137,0.268,0.833,-0.169,0.527,0.003
1681817337147,2023-04-18T13:28:57.147,0.278,0.833,-0.169,0.527,0.004
1681817337157,2023-04-18T13:28:57.157,0.288,0.833,-0.169,0.527,0.004
