epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1681820587084,2023-04-18T14:23:07.084,0.000,-0.008,0.001,0.002
1681820587094,2023-04-18T14:23:07.094,0.010,-0.017,0.006,0.003
1681820587105,2023-04-18T14:23:07.105,0.021,-0.015,0.003,0.003
1681820587115,2023-04-18T14:23:07.115,0.031,-0.017,0.004,0.007
1681820587124,2023-04-18T14:23:07.124,0.040,-0.015,0.004,0.009
1681820587134,2023-04-18T14:23:07.134,0.050,-0.016,0.002,0.002
1681820587144,2023-04-18T14:23:07.144,0.060,-0.018,0.001,0.001
1681820587154,2023-04-18T14:23:07.154,0.070,-0.019,0.002,0.005
1681820587165,2023-04-18T14:23:07.165,0.081,-0.021,0.000,0.003
1681820587175,2023-04-18T14:23:07.175,0.091,-0.021,-0.001,0.006
1681820587184,2023-04-18T14:23:07.184,0.100,-0.021,-0.001,0.005
1681820587194,2023-04-18T14:23:07.194,0.110,-0.021,0.002,0.004
1681820587204,2023-04-18T14:23:07.204,0.120,-0.017,0.005,0.004
1681820587214,2023-04-18T14:23:07.214,0.130,-0.016,0.005,0.005
1681820587225,2023-04-18T14:23:07.225,0.141,-0.019,-0.000,0.005
1681820587233,2023-04-18T14:23:07.233,0.149,-0.019,0.001,0.005
1681820587244,2023-04-18T14:23:07.244,0.160,-0.018,0.002,0.007
1681820587254,2023-04-18T14:23:07.254,0.170,-0.017,0.000,0.003
1681820587264,2023-04-18T14:23:07.264,0.180,-0.018,0.004,0.002
1681820587274,2023-04-18T14:23:07.274,0.190,-0.015,0.003,0.002
1681820587285,2023-04-18T14:23:07.285,0.201,-0.018,0.002,0.002
1681820587293,2023-04-18T14:23:07.293,0.209,-0.020,0.001,0.002
1681820587304,2023-04-18T14:23:07.304,0.220,-0.021,0.002,0.003
1681820587314,2023-04-18T14:23:07.314,0.230,-0.020,0.002,0.005
1681820587324,2023-04-18T14:23:07.324,0.240,-0.020,0.002,0.002
1681820587334,2023-04-18T14:23:07.334,0.250,-0.019,0.003,0.003
1681820587343,2023-04-18T14:23:07.343,0.259,-0.017,0.002,-0.001
