epoch (ms),time (01:00),elapsed (s),w (number),x (number),y (number), z (number)
1681819653883,2023-04-18T14:07:33.883,0.000,0.817,0.085,0.570,0.000
1681819653893,2023-04-18T14:07:33.893,0.010,0.817,0.085,0.570,0.000
1681819653903,2023-04-18T14:07:33.903,0.020,0.817,0.085,0.570,0.000
1681819653912,2023-04-18T14:07:33.912,0.029,0.817,0.085,0.570,0.000
1681819653922,2023-04-18T14:07:33.922,0.039,0.817,0.085,0.570,0.000
1681819653933,2023-04-18T14:07:33.933,0.050,0.817,0.085,0.570,0.000
1681819653943,2023-04-18T14:07:33.943,0.060,0.817,0.085,0.570,0.000
1681819653953,2023-04-18T14:07:33.953,0.070,0.817,0.085,0.570,0.000
1681819653963,2023-04-18T14:07:33.963,0.080,0.817,0.085,0.570,0.000
1681819653972,2023-04-18T14:07:33.972,0.089,0.817,0.085,0.570,0.000
1681819653982,2023-04-18T14:07:33.982,0.099,0.817,0.085,0.570,0.000
1681819653993,2023-04-18T14:07:33.993,0.110,0.817,0.085,0.571,0.000
1681819654003,2023-04-18T14:07:34.003,0.120,0.817,0.085,0.571,0.000
1681819654013,2023-04-18T14:07:34.013,0.130,0.817,0.085,0.571,0.000
1681819654022,2023-04-18T14:07:34.022,0.139,0.817,0.085,0.571,0.000
1681819654032,2023-04-18T14:07:34.032,0.149,0.817,0.085,0.571,0.000
1681819654042,2023-04-18T14:07:34.042,0.159,0.817,0.085,0.571,0.000
1681819654053,2023-04-18T14:07:34.053,0.170,0.817,0.084,0.571,0.000
1681819654063,2023-04-18T14:07:34.063,0.180,0.817,0.084,0.571,0.000
1681819654073,2023-04-18T14:07:34.073,0.190,0.817,0.084,0.571,0.000
1681819654082,2023-04-18T14:07:34.082,0.199,0.817,0.084,0.571,0.000
1681819654092,2023-04-18T14:07:34.092,0.209,0.817,0.084,0.571,0.000
1681819654103,2023-04-18T14:07:34.103,0.220,0.817,0.084,0.571,0.000
1681819654113,2023-04-18T14:07:34.113,0.230,0.817,0.084,0.571,0.000
1681819654123,2023-04-18T14:07:34.123,0.240,0.817,0.084,0.571,0.000
1681819654132,2023-04-18T14:07:34.132,0.249,0.817,0.084,0.571,0.000
1681819654142,2023-04-18T14:07:34.142,0.259,0.817,0.084,0.571,0.000
1681819654152,2023-04-18T14:07:34.152,0.269,0.817,0.084,0.571,0.000
1681819654163,2023-04-18T14:07:34.163,0.280,0.817,0.084,0.571,0.000
1681819654173,2023-04-18T14:07:34.173,0.290,0.817,0.084,0.571,0.000
1681819654183,2023-04-18T14:07:34.183,0.300,0.817,0.084,0.571,0.000
1681819654192,2023-04-18T14:07:34.192,0.309,0.817,0.084,0.571,0.000
1681819654202,2023-04-18T14:07:34.202,0.319,0.817,0.084,0.571,0.000
1681819654212,2023-04-18T14:07:34.212,0.329,0.817,0.084,0.571,0.000
1681819654223,2023-04-18T14:07:34.223,0.340,0.817,0.084,0.571,0.000
1681819654233,2023-04-18T14:07:34.233,0.350,0.817,0.084,0.571,0.000
1681819654242,2023-04-18T14:07:34.242,0.359,0.817,0.084,0.571,0.000
1681819654252,2023-04-18T14:07:34.252,0.369,0.817,0.084,0.571,0.000
1681819654262,2023-04-18T14:07:34.262,0.379,0.817,0.084,0.571,0.000
1681819654272,2023-04-18T14:07:34.272,0.389,0.817,0.084,0.571,0.000
1681819654283,2023-04-18T14:07:34.283,0.400,0.817,0.084,0.571,0.000
1681819654292,2023-04-18T14:07:34.292,0.409,0.817,0.084,0.571,0.000
1681819654302,2023-04-18T14:07:34.302,0.419,0.817,0.084,0.571,0.000
1681819654312,2023-04-18T14:07:34.312,0.429,0.817,0.084,0.571,0.000
1681819654322,2023-04-18T14:07:34.322,0.439,0.817,0.084,0.571,0.000
1681819654333,2023-04-18T14:07:34.333,0.450,0.817,0.084,0.571,0.000
1681819654343,2023-04-18T14:07:34.343,0.460,0.817,0.084,0.571,0.000
1681819654352,2023-04-18T14:07:34.352,0.469,0.817,0.084,0.571,0.000
1681819654362,2023-04-18T14:07:34.362,0.479,0.817,0.084,0.571,0.000
1681819654372,2023-04-18T14:07:34.372,0.489,0.817,0.084,0.571,0.000
1681819654382,2023-04-18T14:07:34.382,0.499,0.817,0.084,0.571,0.000
1681819654393,2023-04-18T14:07:34.393,0.510,0.817,0.084,0.571,0.000
1681819654401,2023-04-18T14:07:34.401,0.518,0.817,0.084,0.571,0.000
1681819654412,2023-04-18T14:07:34.412,0.529,0.817,0.084,0.571,0.000
1681819654422,2023-04-18T14:07:34.422,0.539,0.817,0.084,0.571,0.000
1681819654432,2023-04-18T14:07:34.432,0.549,0.817,0.084,0.571,0.000
1681819654442,2023-04-18T14:07:34.442,0.559,0.817,0.084,0.571,0.000
1681819654453,2023-04-18T14:07:34.453,0.570,0.817,0.084,0.571,0.000
1681819654461,2023-04-18T14:07:34.461,0.578,0.817,0.084,0.571,0.000
1681819654472,2023-04-18T14:07:34.472,0.589,0.817,0.084,0.571,-0.000
1681819654482,2023-04-18T14:07:34.482,0.599,0.817,0.084,0.571,-0.000
1681819654492,2023-04-18T14:07:34.492,0.609,0.817,0.084,0.571,-0.000
1681819654502,2023-04-18T14:07:34.502,0.619,0.817,0.084,0.571,-0.000
1681819654511,2023-04-18T14:07:34.511,0.628,0.817,0.084,0.571,-0.000
1681819654521,2023-04-18T14:07:34.521,0.638,0.817,0.084,0.571,-0.000
1681819654532,2023-04-18T14:07:34.532,0.649,0.817,0.084,0.571,-0.000
1681819654542,2023-04-18T14:07:34.542,0.659,0.817,0.084,0.571,-0.000
1681819654552,2023-04-18T14:07:34.552,0.669,0.817,0.084,0.571,-0.000
1681819654563,2023-04-18T14:07:34.563,0.680,0.817,0.084,0.571,-0.000
1681819654571,2023-04-18T14:07:34.571,0.688,0.817,0.084,0.571,-0.000
1681819654582,2023-04-18T14:07:34.582,0.699,0.817,0.084,0.571,-0.000
1681819654592,2023-04-18T14:07:34.592,0.709,0.817,0.084,0.571,-0.000
1681819654602,2023-04-18T14:07:34.602,0.719,0.817,0.084,0.571,0.000
1681819654612,2023-04-18T14:07:34.612,0.729,0.817,0.084,0.571,0.000
1681819654621,2023-04-18T14:07:34.621,0.738,0.817,0.084,0.571,0.000
1681819654631,2023-04-18T14:07:34.631,0.748,0.817,0.084,0.571,0.000
1681819654642,2023-04-18T14:07:34.642,0.759,0.817,0.084,0.571,0.000
1681819654652,2023-04-18T14:07:34.652,0.769,0.817,0.084,0.571,0.000
1681819654662,2023-04-18T14:07:34.662,0.779,0.817,0.084,0.571,0.000
1681819654672,2023-04-18T14:07:34.672,0.789,0.817,0.084,0.571,0.000
1681819654681,2023-04-18T14:07:34.681,0.798,0.817,0.084,0.571,0.000
