epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1681818491127,2023-04-18T13:48:11.127,0.000,-0.021,-0.001,0.002
1681818491137,2023-04-18T13:48:11.137,0.010,-0.036,-0.005,0.011
1681818491147,2023-04-18T13:48:11.147,0.020,-0.040,-0.010,0.011
1681818491158,2023-04-18T13:48:11.158,0.031,-0.044,-0.009,0.007
1681818491166,2023-04-18T13:48:11.166,0.039,-0.046,-0.011,-0.000
1681818491177,2023-04-18T13:48:11.177,0.050,-0.046,-0.014,-0.003
1681818491187,2023-04-18T13:48:11.187,0.060,-0.053,-0.014,-0.008
1681818491197,2023-04-18T13:48:11.197,0.070,-0.062,-0.010,-0.010
1681818491207,2023-04-18T13:48:11.207,0.080,-0.067,-0.007,-0.011
1681818491216,2023-04-18T13:48:11.216,0.089,-0.066,-0.007,-0.014
1681818491226,2023-04-18T13:48:11.226,0.099,-0.063,-0.008,-0.018
1681818491237,2023-04-18T13:48:11.237,0.110,-0.059,-0.006,-0.027
1681818491247,2023-04-18T13:48:11.247,0.120,-0.054,-0.004,-0.032
1681818491257,2023-04-18T13:48:11.257,0.130,-0.045,0.003,-0.035
1681818491268,2023-04-18T13:48:11.268,0.141,-0.035,0.012,-0.033
1681818491276,2023-04-18T13:48:11.276,0.149,-0.033,0.026,-0.034
1681818491287,2023-04-18T13:48:11.287,0.160,-0.027,0.039,-0.038
1681818491297,2023-04-18T13:48:11.297,0.170,-0.026,0.050,-0.037
1681818491307,2023-04-18T13:48:11.307,0.180,-0.024,0.056,-0.043
1681818491317,2023-04-18T13:48:11.317,0.190,-0.022,0.059,-0.057
1681818491326,2023-04-18T13:48:11.326,0.199,-0.020,0.062,-0.065
1681818491336,2023-04-18T13:48:11.336,0.209,-0.017,0.063,-0.068
1681818491347,2023-04-18T13:48:11.347,0.220,-0.013,0.066,-0.067
1681818491357,2023-04-18T13:48:11.357,0.230,-0.015,0.068,-0.071
1681818491367,2023-04-18T13:48:11.367,0.240,-0.010,0.071,-0.078
1681818491377,2023-04-18T13:48:11.377,0.250,-0.012,0.073,-0.083
1681818491386,2023-04-18T13:48:11.386,0.259,-0.013,0.077,-0.084
1681818491396,2023-04-18T13:48:11.396,0.269,-0.014,0.082,-0.086
1681818491407,2023-04-18T13:48:11.407,0.280,-0.010,0.085,-0.088
1681818491417,2023-04-18T13:48:11.417,0.290,-0.005,0.081,-0.082
1681818491427,2023-04-18T13:48:11.427,0.300,0.000,0.078,-0.073
1681818491436,2023-04-18T13:48:11.436,0.309,-0.004,0.072,-0.067
1681818491446,2023-04-18T13:48:11.446,0.319,-0.003,0.057,-0.068
1681818491456,2023-04-18T13:48:11.456,0.329,-0.005,0.040,-0.066
1681818491467,2023-04-18T13:48:11.467,0.340,-0.012,0.031,-0.060
1681818491477,2023-04-18T13:48:11.477,0.350,-0.021,0.025,-0.061
1681818491486,2023-04-18T13:48:11.486,0.359,-0.025,0.022,-0.058
1681818491496,2023-04-18T13:48:11.496,0.369,-0.026,0.012,-0.054
1681818491506,2023-04-18T13:48:11.506,0.379,-0.024,0.002,-0.052
1681818491517,2023-04-18T13:48:11.517,0.390,-0.023,-0.005,-0.050
1681818491527,2023-04-18T13:48:11.527,0.400,-0.025,-0.008,-0.049
1681818491537,2023-04-18T13:48:11.537,0.410,-0.029,-0.019,-0.045
1681818491546,2023-04-18T13:48:11.546,0.419,-0.031,-0.025,-0.042
