epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1681817336842,2023-04-18T13:28:56.842,0.000,0.008,-0.001,-0.002
1681817336850,2023-04-18T13:28:56.850,0.008,-0.005,0.003,-0.007
1681817336861,2023-04-18T13:28:56.861,0.019,-0.025,-0.004,-0.017
1681817336871,2023-04-18T13:28:56.871,0.029,-0.027,-0.004,-0.015
1681817336881,2023-04-18T13:28:56.881,0.039,-0.018,-0.007,-0.019
1681817336891,2023-04-18T13:28:56.891,0.049,-0.008,-0.009,-0.020
1681817336900,2023-04-18T13:28:56.900,0.058,-0.009,-0.003,-0.007
1681817336911,2023-04-18T13:28:56.911,0.069,-0.011,0.002,-0.008
1681817336921,2023-04-18T13:28:56.921,0.079,-0.019,-0.013,-0.036
1681817336931,2023-04-18T13:28:56.931,0.089,-0.029,-0.013,-0.025
1681817336941,2023-04-18T13:28:56.941,0.099,-0.019,-0.018,-0.026
1681817336952,2023-04-18T13:28:56.952,0.110,-0.016,-0.016,-0.023
1681817336960,2023-04-18T13:28:56.960,0.118,-0.009,-0.013,-0.018
1681817336971,2023-04-18T13:28:56.971,0.129,-0.004,-0.017,-0.027
1681817336981,2023-04-18T13:28:56.981,0.139,-0.004,-0.020,-0.024
1681817336991,2023-04-18T13:28:56.991,0.149,-0.003,-0.014,-0.025
1681817337001,2023-04-18T13:28:57.001,0.159,-0.007,-0.003,-0.030
1681817337010,2023-04-18T13:28:57.010,0.168,-0.015,0.006,-0.041
1681817337020,2023-04-18T13:28:57.020,0.178,-0.027,0.015,-0.039
1681817337031,2023-04-18T13:28:57.031,0.189,-0.028,0.020,-0.037
1681817337041,2023-04-18T13:28:57.041,0.199,-0.028,0.028,-0.033
1681817337051,2023-04-18T13:28:57.051,0.209,-0.034,0.031,-0.040
1681817337060,2023-04-18T13:28:57.060,0.218,-0.039,0.024,-0.038
1681817337070,2023-04-18T13:28:57.070,0.228,-0.028,0.010,-0.026
1681817337080,2023-04-18T13:28:57.080,0.238,-0.031,0.007,-0.035
1681817337091,2023-04-18T13:28:57.091,0.249,-0.029,0.009,-0.042
1681817337101,2023-04-18T13:28:57.101,0.259,-0.025,0.014,-0.035
1681817337111,2023-04-18T13:28:57.111,0.269,-0.017,0.012,-0.035
1681817337120,2023-04-18T13:28:57.120,0.278,-0.010,0.013,-0.031
1681817337130,2023-04-18T13:28:57.130,0.288,-0.019,0.013,-0.031
1681817337140,2023-04-18T13:28:57.140,0.298,-0.017,0.010,-0.037
1681817337151,2023-04-18T13:28:57.151,0.309,-0.017,0.011,-0.030
1681817337161,2023-04-18T13:28:57.161,0.319,-0.023,0.007,-0.032
1681817337170,2023-04-18T13:28:57.170,0.328,-0.031,0.003,-0.035
1681817337180,2023-04-18T13:28:57.180,0.338,-0.026,-0.001,-0.017
1681817337190,2023-04-18T13:28:57.190,0.348,-0.030,-0.014,-0.012
1681817337201,2023-04-18T13:28:57.201,0.359,-0.033,-0.029,-0.020
1681817337211,2023-04-18T13:28:57.211,0.369,-0.035,-0.031,-0.026
1681817337221,2023-04-18T13:28:57.221,0.379,-0.022,-0.028,-0.018
1681817337230,2023-04-18T13:28:57.230,0.388,-0.016,-0.027,-0.021
1681817337240,2023-04-18T13:28:57.240,0.398,-0.021,-0.018,-0.030
1681817337250,2023-04-18T13:28:57.250,0.408,-0.021,-0.007,-0.041
1681817337261,2023-04-18T13:28:57.261,0.419,-0.019,0.001,-0.027
1681817337271,2023-04-18T13:28:57.271,0.429,-0.024,0.002,-0.036
1681817337281,2023-04-18T13:28:57.281,0.439,-0.035,0.005,-0.043
1681817337290,2023-04-18T13:28:57.290,0.448,-0.034,-0.002,-0.049
1681817337300,2023-04-18T13:28:57.300,0.458,-0.029,-0.015,-0.041
1681817337310,2023-04-18T13:28:57.310,0.468,-0.028,-0.023,-0.035
1681817337321,2023-04-18T13:28:57.321,0.479,-0.028,-0.042,-0.021
1681817337331,2023-04-18T13:28:57.331,0.489,-0.026,-0.051,-0.012
1681817337340,2023-04-18T13:28:57.340,0.498,-0.024,-0.062,-0.026
1681817337350,2023-04-18T13:28:57.350,0.508,-0.019,-0.064,-0.027
1681817337360,2023-04-18T13:28:57.360,0.518,-0.017,-0.062,-0.016
1681817337370,2023-04-18T13:28:57.370,0.528,-0.022,-0.055,-0.018
1681817337381,2023-04-18T13:28:57.381,0.539,-0.025,-0.047,-0.019
1681817337390,2023-04-18T13:28:57.390,0.548,-0.026,-0.036,-0.020
1681817337401,2023-04-18T13:28:57.401,0.559,-0.024,-0.027,-0.019
1681817337410,2023-04-18T13:28:57.410,0.568,-0.018,-0.021,-0.025
1681817337420,2023-04-18T13:28:57.420,0.578,-0.016,-0.022,-0.021
1681817337431,2023-04-18T13:28:57.431,0.589,-0.020,-0.018,-0.015
1681817337441,2023-04-18T13:28:57.441,0.599,-0.022,-0.017,-0.008
1681817337450,2023-04-18T13:28:57.450,0.608,-0.025,-0.026,0.003
1681817337460,2023-04-18T13:28:57.460,0.618,-0.025,-0.029,0.002
1681817337470,2023-04-18T13:28:57.470,0.628,-0.031,-0.038,0.002
1681817337480,2023-04-18T13:28:57.480,0.638,-0.030,-0.039,0.006
1681817337491,2023-04-18T13:28:57.491,0.649,-0.021,-0.037,0.004
1681817337499,2023-04-18T13:28:57.499,0.657,-0.016,-0.038,0.014
1681817337510,2023-04-18T13:28:57.510,0.668,-0.017,-0.040,0.018
1681817337520,2023-04-18T13:28:57.520,0.678,-0.017,-0.045,0.028
1681817337530,2023-04-18T13:28:57.530,0.688,-0.019,-0.052,0.035
1681817337540,2023-04-18T13:28:57.540,0.698,-0.016,-0.055,0.033
1681817337549,2023-04-18T13:28:57.549,0.707,-0.011,-0.058,0.031
1681817337559,2023-04-18T13:28:57.559,0.717,-0.007,-0.059,0.019
1681817337570,2023-04-18T13:28:57.570,0.728,-0.009,-0.055,0.008
1681817337580,2023-04-18T13:28:57.580,0.738,-0.014,-0.041,0.000
1681817337590,2023-04-18T13:28:57.590,0.748,-0.025,-0.028,-0.010
1681817337600,2023-04-18T13:28:57.600,0.758,-0.028,-0.011,-0.014
1681817337609,2023-04-18T13:28:57.609,0.767,-0.024,0.006,-0.014
1681817337619,2023-04-18T13:28:57.619,0.777,-0.030,0.021,-0.009
1681817337630,2023-04-18T13:28:57.630,0.788,-0.034,0.027,-0.011
1681817337640,2023-04-18T13:28:57.640,0.798,-0.033,0.022,-0.013
1681817337650,2023-04-18T13:28:57.650,0.808,-0.031,0.019,-0.018
1681817337659,2023-04-18T13:28:57.659,0.817,-0.024,0.015,-0.016
1681817337669,2023-04-18T13:28:57.669,0.827,-0.020,0.011,-0.020
1681817337680,2023-04-18T13:28:57.680,0.838,-0.020,0.012,-0.019
1681817337690,2023-04-18T13:28:57.690,0.848,-0.025,0.005,-0.017
1681817337700,2023-04-18T13:28:57.700,0.858,-0.028,-0.001,-0.023
1681817337710,2023-04-18T13:28:57.710,0.868,-0.032,-0.002,-0.022
1681817337719,2023-04-18T13:28:57.719,0.877,-0.028,-0.004,-0.025
1681817337729,2023-04-18T13:28:57.729,0.887,-0.025,-0.001,-0.025
1681817337740,2023-04-18T13:28:57.740,0.898,-0.026,0.002,-0.025
1681817337750,2023-04-18T13:28:57.750,0.908,-0.017,0.003,-0.020
1681817337760,2023-04-18T13:28:57.760,0.918,-0.013,0.001,-0.010
1681817337769,2023-04-18T13:28:57.769,0.927,-0.016,-0.004,-0.006
1681817337779,2023-04-18T13:28:57.779,0.937,-0.011,-0.010,-0.012
1681817337789,2023-04-18T13:28:57.789,0.947,-0.008,-0.016,-0.003
1681817337800,2023-04-18T13:28:57.800,0.958,-0.008,-0.019,-0.003
1681817337810,2023-04-18T13:28:57.810,0.968,-0.011,-0.024,-0.000
1681817337820,2023-04-18T13:28:57.820,0.978,-0.017,-0.025,-0.006
1681817337829,2023-04-18T13:28:57.829,0.987,-0.015,-0.023,-0.013
1681817337839,2023-04-18T13:28:57.839,0.997,-0.016,-0.018,-0.009
1681817337849,2023-04-18T13:28:57.849,1.007,-0.019,-0.013,-0.021
1681817337860,2023-04-18T13:28:57.860,1.018,-0.028,-0.011,-0.021
1681817337870,2023-04-18T13:28:57.870,1.028,-0.030,-0.010,-0.019
1681817337879,2023-04-18T13:28:57.879,1.037,-0.028,-0.011,-0.017
1681817337889,2023-04-18T13:28:57.889,1.047,-0.026,-0.013,-0.011
1681817337899,2023-04-18T13:28:57.899,1.057,-0.019,-0.013,-0.010
1681817337910,2023-04-18T13:28:57.910,1.068,-0.021,-0.015,-0.005
1681817337920,2023-04-18T13:28:57.920,1.078,-0.022,-0.018,-0.003
1681817337930,2023-04-18T13:28:57.930,1.088,-0.022,-0.024,-0.004
1681817337939,2023-04-18T13:28:57.939,1.097,-0.019,-0.027,-0.004
1681817337949,2023-04-18T13:28:57.949,1.107,-0.021,-0.029,-0.005
1681817337959,2023-04-18T13:28:57.959,1.117,-0.024,-0.031,-0.007
