epoch (ms),time (01:00),elapsed (s),w (number),x (number),y (number), z (number)
1681820587084,2023-04-18T14:23:07.084,0.000,0.796,0.089,0.598,0.000
1681820587094,2023-04-18T14:23:07.094,0.010,0.796,0.089,0.598,-0.000
1681820587105,2023-04-18T14:23:07.105,0.021,0.796,0.089,0.598,-0.000
1681820587115,2023-04-18T14:23:07.115,0.031,0.796,0.089,0.598,-0.000
1681820587124,2023-04-18T14:23:07.124,0.040,0.796,0.089,0.598,-0.000
1681820587134,2023-04-18T14:23:07.134,0.050,0.796,0.089,0.598,-0.000
1681820587144,2023-04-18T14:23:07.144,0.060,0.796,0.089,0.598,-0.000
1681820587154,2023-04-18T14:23:07.154,0.070,0.796,0.089,0.598,-0.000
1681820587165,2023-04-18T14:23:07.165,0.081,0.796,0.089,0.599,-0.000
1681820587175,2023-04-18T14:23:07.175,0.091,0.796,0.089,0.599,-0.000
1681820587184,2023-04-18T14:23:07.184,0.100,0.796,0.089,0.599,-0.000
1681820587194,2023-04-18T14:23:07.194,0.110,0.796,0.089,0.599,-0.000
1681820587204,2023-04-18T14:23:07.204,0.120,0.796,0.089,0.599,-0.000
1681820587214,2023-04-18T14:23:07.214,0.130,0.796,0.089,0.599,-0.000
1681820587225,2023-04-18T14:23:07.225,0.141,0.796,0.089,0.599,-0.000
1681820587233,2023-04-18T14:23:07.233,0.149,0.796,0.089,0.599,-0.000
1681820587244,2023-04-18T14:23:07.244,0.160,0.796,0.089,0.599,-0.000
1681820587254,2023-04-18T14:23:07.254,0.170,0.796,0.089,0.599,-0.000
1681820587264,2023-04-18T14:23:07.264,0.180,0.796,0.089,0.599,-0.000
1681820587274,2023-04-18T14:23:07.274,0.190,0.796,0.089,0.599,-0.000
1681820587285,2023-04-18T14:23:07.285,0.201,0.796,0.089,0.599,-0.000
1681820587293,2023-04-18T14:23:07.293,0.209,0.796,0.089,0.599,-0.000
1681820587304,2023-04-18T14:23:07.304,0.220,0.796,0.089,0.599,-0.000
1681820587314,2023-04-18T14:23:07.314,0.230,0.796,0.089,0.599,-0.000
1681820587324,2023-04-18T14:23:07.324,0.240,0.796,0.089,0.599,-0.000
1681820587334,2023-04-18T14:23:07.334,0.250,0.796,0.089,0.599,-0.000
1681820587343,2023-04-18T14:23:07.343,0.259,0.796,0.089,0.599,-0.000
1681820587354,2023-04-18T14:23:07.354,0.270,0.796,0.089,0.599,-0.000
1681820587364,2023-04-18T14:23:07.364,0.280,0.796,0.089,0.599,-0.000
1681820587374,2023-04-18T14:23:07.374,0.290,0.796,0.089,0.599,-0.000
