epoch (ms),time (01:00),elapsed (s),w (number),x (number),y (number), z (number)
1681818491154,2023-04-18T13:48:11.154,0.000,0.786,-0.063,0.614,0.000
1681818491163,2023-04-18T13:48:11.163,0.009,0.786,-0.063,0.615,-0.000
1681818491173,2023-04-18T13:48:11.173,0.019,0.786,-0.063,0.615,-0.000
1681818491183,2023-04-18T13:48:11.183,0.029,0.785,-0.063,0.616,-0.000
1681818491193,2023-04-18T13:48:11.193,0.039,0.785,-0.063,0.617,-0.000
1681818491202,2023-04-18T13:48:11.202,0.048,0.784,-0.063,0.617,-0.000
1681818491212,2023-04-18T13:48:11.212,0.058,0.784,-0.063,0.618,-0.000
1681818491223,2023-04-18T13:48:11.223,0.069,0.783,-0.063,0.618,-0.000
1681818491233,2023-04-18T13:48:11.233,0.079,0.783,-0.063,0.619,-0.000
1681818491243,2023-04-18T13:48:11.243,0.089,0.782,-0.063,0.620,-0.000
1681818491252,2023-04-18T13:48:11.252,0.098,0.782,-0.062,0.620,-0.000
1681818491262,2023-04-18T13:48:11.262,0.108,0.782,-0.062,0.621,-0.000
1681818491272,2023-04-18T13:48:11.272,0.118,0.781,-0.061,0.621,-0.000
1681818491283,2023-04-18T13:48:11.283,0.129,0.781,-0.060,0.622,-0.001
1681818491293,2023-04-18T13:48:11.293,0.139,0.781,-0.060,0.622,-0.001
1681818491302,2023-04-18T13:48:11.302,0.148,0.780,-0.059,0.623,-0.000
1681818491312,2023-04-18T13:48:11.312,0.158,0.780,-0.059,0.623,-0.000
1681818491322,2023-04-18T13:48:11.322,0.168,0.780,-0.058,0.623,0.000
1681818491332,2023-04-18T13:48:11.332,0.178,0.780,-0.058,0.623,0.001
1681818491343,2023-04-18T13:48:11.343,0.189,0.780,-0.058,0.624,0.001
1681818491351,2023-04-18T13:48:11.351,0.197,0.779,-0.057,0.624,0.002
1681818491362,2023-04-18T13:48:11.362,0.208,0.779,-0.058,0.624,0.003
1681818491372,2023-04-18T13:48:11.372,0.218,0.779,-0.058,0.625,0.003
1681818491382,2023-04-18T13:48:11.382,0.228,0.779,-0.058,0.625,0.004
1681818491391,2023-04-18T13:48:11.391,0.237,0.778,-0.059,0.625,0.005
1681818491401,2023-04-18T13:48:11.401,0.247,0.778,-0.059,0.626,0.007
1681818491412,2023-04-18T13:48:11.412,0.258,0.777,-0.060,0.626,0.008
1681818491422,2023-04-18T13:48:11.422,0.268,0.777,-0.061,0.626,0.010
1681818491432,2023-04-18T13:48:11.432,0.278,0.777,-0.063,0.627,0.011
1681818491441,2023-04-18T13:48:11.441,0.287,0.776,-0.064,0.627,0.013
1681818491451,2023-04-18T13:48:11.451,0.297,0.776,-0.066,0.628,0.015
1681818491461,2023-04-18T13:48:11.461,0.307,0.775,-0.068,0.628,0.017
1681818491472,2023-04-18T13:48:11.472,0.318,0.775,-0.070,0.628,0.019
1681818491482,2023-04-18T13:48:11.482,0.328,0.775,-0.071,0.628,0.021
1681818491491,2023-04-18T13:48:11.491,0.337,0.774,-0.073,0.628,0.023
1681818491501,2023-04-18T13:48:11.501,0.347,0.774,-0.075,0.628,0.025
1681818491511,2023-04-18T13:48:11.511,0.357,0.774,-0.076,0.628,0.027
1681818491521,2023-04-18T13:48:11.521,0.367,0.774,-0.078,0.628,0.028
1681818491532,2023-04-18T13:48:11.532,0.378,0.773,-0.079,0.628,0.030
1681818491542,2023-04-18T13:48:11.542,0.388,0.773,-0.081,0.628,0.032
1681818491551,2023-04-18T13:48:11.551,0.397,0.773,-0.082,0.628,0.033
1681818491561,2023-04-18T13:48:11.561,0.407,0.773,-0.083,0.628,0.035
1681818491571,2023-04-18T13:48:11.571,0.417,0.773,-0.084,0.628,0.036
1681818491581,2023-04-18T13:48:11.581,0.427,0.773,-0.085,0.628,0.037
1681818491590,2023-04-18T13:48:11.590,0.436,0.772,-0.087,0.628,0.037
