epoch (ms),time (01:00),elapsed (s),w (number),x (number),y (number), z (number)
1681820143514,2023-04-18T14:15:43.514,0.000,0.830,-0.160,0.534,0.000
1681820143524,2023-04-18T14:15:43.524,0.010,0.830,-0.160,0.534,-0.000
1681820143535,2023-04-18T14:15:43.535,0.021,0.830,-0.160,0.534,-0.000
1681820143545,2023-04-18T14:15:43.545,0.031,0.830,-0.160,0.534,-0.000
1681820143554,2023-04-18T14:15:43.554,0.040,0.830,-0.160,0.534,-0.000
1681820143564,2023-04-18T14:15:43.564,0.050,0.830,-0.160,0.534,-0.000
1681820143574,2023-04-18T14:15:43.574,0.060,0.830,-0.161,0.534,-0.000
1681820143584,2023-04-18T14:15:43.584,0.070,0.830,-0.161,0.534,-0.000
1681820143595,2023-04-18T14:15:43.595,0.081,0.830,-0.161,0.534,-0.000
1681820143603,2023-04-18T14:15:43.603,0.089,0.830,-0.161,0.534,-0.001
1681820143614,2023-04-18T14:15:43.614,0.100,0.830,-0.161,0.534,-0.001
1681820143624,2023-04-18T14:15:43.624,0.110,0.830,-0.161,0.534,-0.001
1681820143634,2023-04-18T14:15:43.634,0.120,0.830,-0.161,0.534,-0.001
1681820143644,2023-04-18T14:15:43.644,0.130,0.830,-0.160,0.534,-0.001
1681820143653,2023-04-18T14:15:43.653,0.139,0.830,-0.160,0.534,-0.000
1681820143663,2023-04-18T14:15:43.663,0.149,0.830,-0.160,0.533,-0.000
1681820143674,2023-04-18T14:15:43.674,0.160,0.831,-0.161,0.533,-0.000
1681820143684,2023-04-18T14:15:43.684,0.170,0.830,-0.161,0.533,-0.000
1681820143694,2023-04-18T14:15:43.694,0.180,0.830,-0.161,0.533,-0.000
1681820143703,2023-04-18T14:15:43.703,0.189,0.831,-0.161,0.533,-0.000
1681820143713,2023-04-18T14:15:43.713,0.199,0.831,-0.161,0.533,-0.000
1681820143724,2023-04-18T14:15:43.724,0.210,0.830,-0.161,0.533,-0.000
1681820143734,2023-04-18T14:15:43.734,0.220,0.830,-0.161,0.533,-0.000
1681820143744,2023-04-18T14:15:43.744,0.230,0.830,-0.161,0.533,-0.000
1681820143753,2023-04-18T14:15:43.753,0.239,0.830,-0.161,0.534,-0.001
1681820143763,2023-04-18T14:15:43.763,0.249,0.830,-0.161,0.534,-0.001
1681820143773,2023-04-18T14:15:43.773,0.259,0.830,-0.162,0.534,-0.001
1681820143784,2023-04-18T14:15:43.784,0.270,0.830,-0.162,0.534,-0.001
1681820143794,2023-04-18T14:15:43.794,0.280,0.829,-0.162,0.535,-0.002
1681820143803,2023-04-18T14:15:43.803,0.289,0.829,-0.162,0.535,-0.002
1681820143813,2023-04-18T14:15:43.813,0.299,0.829,-0.162,0.535,-0.002
1681820143823,2023-04-18T14:15:43.823,0.309,0.829,-0.162,0.536,-0.003
1681820143833,2023-04-18T14:15:43.833,0.319,0.828,-0.162,0.536,-0.003
1681820143842,2023-04-18T14:15:43.842,0.328,0.828,-0.162,0.537,-0.004
1681820143852,2023-04-18T14:15:43.852,0.338,0.828,-0.163,0.537,-0.004
1681820143863,2023-04-18T14:15:43.863,0.349,0.827,-0.163,0.538,-0.005
1681820143873,2023-04-18T14:15:43.873,0.359,0.827,-0.163,0.538,-0.006
1681820143883,2023-04-18T14:15:43.883,0.369,0.827,-0.163,0.539,-0.007
1681820143892,2023-04-18T14:15:43.892,0.378,0.827,-0.162,0.539,-0.008
1681820143902,2023-04-18T14:15:43.902,0.388,0.826,-0.162,0.539,-0.009
1681820143912,2023-04-18T14:15:43.912,0.398,0.826,-0.162,0.540,-0.009
1681820143923,2023-04-18T14:15:43.923,0.409,0.826,-0.162,0.540,-0.010
1681820143933,2023-04-18T14:15:43.933,0.419,0.826,-0.162,0.540,-0.011
1681820143942,2023-04-18T14:15:43.942,0.428,0.826,-0.161,0.540,-0.011
1681820143952,2023-04-18T14:15:43.952,0.438,0.826,-0.161,0.540,-0.012
1681820143962,2023-04-18T14:15:43.962,0.448,0.826,-0.160,0.540,-0.013
1681820143973,2023-04-18T14:15:43.973,0.459,0.826,-0.160,0.540,-0.014
1681820143983,2023-04-18T14:15:43.983,0.469,0.826,-0.159,0.540,-0.014
1681820143993,2023-04-18T14:15:43.993,0.479,0.826,-0.159,0.540,-0.015
1681820144002,2023-04-18T14:15:44.002,0.488,0.826,-0.159,0.540,-0.015
1681820144012,2023-04-18T14:15:44.012,0.498,0.826,-0.159,0.540,-0.015
1681820144022,2023-04-18T14:15:44.022,0.508,0.827,-0.160,0.540,-0.015
1681820144033,2023-04-18T14:15:44.033,0.519,0.827,-0.161,0.539,-0.014
1681820144041,2023-04-18T14:15:44.041,0.527,0.827,-0.162,0.538,-0.014
1681820144052,2023-04-18T14:15:44.052,0.538,0.827,-0.162,0.539,-0.014
1681820144062,2023-04-18T14:15:44.062,0.548,0.826,-0.163,0.539,-0.013
1681820144072,2023-04-18T14:15:44.072,0.558,0.827,-0.164,0.538,-0.013
1681820144081,2023-04-18T14:15:44.081,0.567,0.827,-0.165,0.538,-0.012
1681820144091,2023-04-18T14:15:44.091,0.577,0.826,-0.165,0.539,-0.013
1681820144101,2023-04-18T14:15:44.101,0.587,0.825,-0.164,0.540,-0.013
1681820144112,2023-04-18T14:15:44.112,0.598,0.825,-0.164,0.540,-0.013
1681820144122,2023-04-18T14:15:44.122,0.608,0.825,-0.164,0.541,-0.012
1681820144131,2023-04-18T14:15:44.131,0.617,0.824,-0.163,0.542,-0.013
1681820144141,2023-04-18T14:15:44.141,0.627,0.822,-0.162,0.545,-0.015
1681820144151,2023-04-18T14:15:44.151,0.637,0.821,-0.161,0.547,-0.016
1681820144162,2023-04-18T14:15:44.162,0.648,0.821,-0.160,0.548,-0.016
1681820144172,2023-04-18T14:15:44.172,0.658,0.821,-0.160,0.548,-0.016
1681820144181,2023-04-18T14:15:44.181,0.667,0.820,-0.160,0.549,-0.017
1681820144191,2023-04-18T14:15:44.191,0.677,0.819,-0.159,0.550,-0.018
1681820144201,2023-04-18T14:15:44.201,0.687,0.819,-0.159,0.551,-0.018
1681820144211,2023-04-18T14:15:44.211,0.697,0.819,-0.158,0.551,-0.019
1681820144222,2023-04-18T14:15:44.222,0.708,0.818,-0.158,0.552,-0.019
1681820144232,2023-04-18T14:15:44.232,0.718,0.818,-0.157,0.553,-0.020
1681820144241,2023-04-18T14:15:44.241,0.727,0.818,-0.157,0.553,-0.020
1681820144251,2023-04-18T14:15:44.251,0.737,0.818,-0.157,0.553,-0.020
1681820144261,2023-04-18T14:15:44.261,0.747,0.818,-0.156,0.554,-0.022
1681820144271,2023-04-18T14:15:44.271,0.757,0.818,-0.153,0.554,-0.024
1681820144280,2023-04-18T14:15:44.280,0.766,0.816,-0.154,0.556,-0.024
1681820144290,2023-04-18T14:15:44.290,0.776,0.817,-0.153,0.556,-0.025
1681820144301,2023-04-18T14:15:44.301,0.787,0.816,-0.153,0.556,-0.025
1681820144311,2023-04-18T14:15:44.311,0.797,0.816,-0.153,0.557,-0.026
1681820144321,2023-04-18T14:15:44.321,0.807,0.816,-0.152,0.558,-0.027
1681820144330,2023-04-18T14:15:44.330,0.816,0.815,-0.152,0.558,-0.028
1681820144340,2023-04-18T14:15:44.340,0.826,0.815,-0.151,0.559,-0.029
1681820144350,2023-04-18T14:15:44.350,0.836,0.815,-0.150,0.559,-0.030
1681820144361,2023-04-18T14:15:44.361,0.847,0.815,-0.149,0.560,-0.030
1681820144370,2023-04-18T14:15:44.370,0.856,0.814,-0.148,0.560,-0.031
1681820144380,2023-04-18T14:15:44.380,0.866,0.814,-0.147,0.560,-0.033
1681820144390,2023-04-18T14:15:44.390,0.876,0.814,-0.147,0.562,-0.034
1681820144400,2023-04-18T14:15:44.400,0.886,0.813,-0.147,0.562,-0.034
1681820144411,2023-04-18T14:15:44.411,0.897,0.813,-0.146,0.562,-0.034
1681820144419,2023-04-18T14:15:44.419,0.905,0.813,-0.146,0.563,-0.035
1681820144430,2023-04-18T14:15:44.430,0.916,0.813,-0.145,0.563,-0.035
1681820144440,2023-04-18T14:15:44.440,0.926,0.813,-0.145,0.563,-0.035
1681820144450,2023-04-18T14:15:44.450,0.936,0.813,-0.145,0.563,-0.034
1681820144460,2023-04-18T14:15:44.460,0.946,0.813,-0.144,0.563,-0.034
