epoch (ms),time (01:00),elapsed (s),w (number),x (number),y (number), z (number)
1681816498901,2023-04-18T13:14:58.901,0.000,0.751,0.122,0.649,0.000
1681816498911,2023-04-18T13:14:58.911,0.010,0.751,0.122,0.649,-0.000
1681816498921,2023-04-18T13:14:58.921,0.020,0.751,0.122,0.649,-0.000
1681816498930,2023-04-18T13:14:58.930,0.029,0.751,0.122,0.649,-0.000
1681816498940,2023-04-18T13:14:58.940,0.039,0.751,0.122,0.649,-0.000
1681816498951,2023-04-18T13:14:58.951,0.050,0.751,0.122,0.649,-0.000
1681816498961,2023-04-18T13:14:58.961,0.060,0.751,0.122,0.649,-0.000
1681816498971,2023-04-18T13:14:58.971,0.070,0.751,0.123,0.649,-0.000
1681816498980,2023-04-18T13:14:58.980,0.079,0.751,0.123,0.649,-0.000
1681816498990,2023-04-18T13:14:58.990,0.089,0.751,0.123,0.649,-0.000
1681816499000,2023-04-18T13:14:59.000,0.099,0.751,0.123,0.649,-0.000
1681816499011,2023-04-18T13:14:59.011,0.110,0.751,0.123,0.649,-0.000
1681816499021,2023-04-18T13:14:59.021,0.120,0.751,0.123,0.649,0.000
1681816499031,2023-04-18T13:14:59.031,0.130,0.751,0.123,0.649,0.000
1681816499040,2023-04-18T13:14:59.040,0.139,0.751,0.123,0.649,0.000
1681816499050,2023-04-18T13:14:59.050,0.149,0.751,0.123,0.648,0.000
1681816499061,2023-04-18T13:14:59.061,0.160,0.751,0.123,0.648,0.000
1681816499071,2023-04-18T13:14:59.071,0.170,0.751,0.123,0.648,0.001
1681816499081,2023-04-18T13:14:59.081,0.180,0.751,0.123,0.648,0.001
1681816499090,2023-04-18T13:14:59.090,0.189,0.751,0.123,0.648,0.001
1681816499100,2023-04-18T13:14:59.100,0.199,0.751,0.123,0.648,0.001
1681816499110,2023-04-18T13:14:59.110,0.209,0.751,0.123,0.648,0.002
1681816499121,2023-04-18T13:14:59.121,0.220,0.751,0.123,0.648,0.002
1681816499131,2023-04-18T13:14:59.131,0.230,0.752,0.123,0.648,0.002
1681816499141,2023-04-18T13:14:59.141,0.240,0.752,0.123,0.648,0.003
1681816499150,2023-04-18T13:14:59.150,0.249,0.752,0.123,0.648,0.003
1681816499160,2023-04-18T13:14:59.160,0.259,0.752,0.123,0.647,0.003
1681816499170,2023-04-18T13:14:59.170,0.269,0.752,0.123,0.647,0.003
1681816499181,2023-04-18T13:14:59.181,0.280,0.753,0.123,0.647,0.004
1681816499191,2023-04-18T13:14:59.191,0.290,0.753,0.123,0.647,0.004
1681816499200,2023-04-18T13:14:59.200,0.299,0.753,0.123,0.646,0.004
1681816499210,2023-04-18T13:14:59.210,0.309,0.753,0.123,0.646,0.004
1681816499220,2023-04-18T13:14:59.220,0.319,0.754,0.123,0.646,0.005
1681816499230,2023-04-18T13:14:59.230,0.329,0.754,0.123,0.646,0.005
1681816499241,2023-04-18T13:14:59.241,0.340,0.754,0.123,0.645,0.005
1681816499251,2023-04-18T13:14:59.251,0.350,0.754,0.123,0.645,0.005
1681816499260,2023-04-18T13:14:59.260,0.359,0.754,0.123,0.645,0.006
1681816499270,2023-04-18T13:14:59.270,0.369,0.755,0.123,0.645,0.006
1681816499280,2023-04-18T13:14:59.280,0.379,0.755,0.123,0.645,0.006
1681816499291,2023-04-18T13:14:59.291,0.390,0.755,0.123,0.644,0.006
1681816499301,2023-04-18T13:14:59.301,0.400,0.755,0.123,0.644,0.006
1681816499310,2023-04-18T13:14:59.310,0.409,0.755,0.123,0.644,0.006
1681816499320,2023-04-18T13:14:59.320,0.419,0.755,0.123,0.644,0.006
1681816499330,2023-04-18T13:14:59.330,0.429,0.755,0.123,0.644,0.006
1681816499340,2023-04-18T13:14:59.340,0.439,0.755,0.123,0.644,0.006
1681816499351,2023-04-18T13:14:59.351,0.450,0.756,0.123,0.643,0.006
1681816499359,2023-04-18T13:14:59.359,0.458,0.756,0.123,0.643,0.006
1681816499371,2023-04-18T13:14:59.371,0.470,0.756,0.123,0.643,0.006
1681816499380,2023-04-18T13:14:59.380,0.479,0.756,0.123,0.643,0.006
1681816499390,2023-04-18T13:14:59.390,0.489,0.756,0.123,0.643,0.006
1681816499400,2023-04-18T13:14:59.400,0.499,0.756,0.123,0.643,0.006
1681816499411,2023-04-18T13:14:59.411,0.510,0.756,0.124,0.643,0.006
1681816499419,2023-04-18T13:14:59.419,0.518,0.756,0.124,0.643,0.006
1681816499430,2023-04-18T13:14:59.430,0.529,0.756,0.124,0.643,0.006
1681816499440,2023-04-18T13:14:59.440,0.539,0.756,0.124,0.643,0.006
1681816499450,2023-04-18T13:14:59.450,0.549,0.756,0.124,0.643,0.007
1681816499460,2023-04-18T13:14:59.460,0.559,0.756,0.124,0.643,0.007
