epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1681820293572,2023-04-18T14:18:13.572,0.000,-0.024,-0.005,0.013
1681820293582,2023-04-18T14:18:13.582,0.010,-0.031,-0.013,0.017
1681820293592,2023-04-18T14:18:13.592,0.020,-0.027,-0.017,0.011
1681820293603,2023-04-18T14:18:13.603,0.031,-0.023,-0.020,0.009
1681820293611,2023-04-18T14:18:13.611,0.039,-0.025,-0.022,0.011
1681820293622,2023-04-18T14:18:13.622,0.050,-0.026,-0.025,0.014
1681820293632,2023-04-18T14:18:13.632,0.060,-0.030,-0.026,0.017
1681820293642,2023-04-18T14:18:13.642,0.070,-0.035,-0.029,0.016
1681820293652,2023-04-18T14:18:13.652,0.080,-0.033,-0.033,0.016
1681820293661,2023-04-18T14:18:13.661,0.089,-0.032,-0.032,0.013
1681820293671,2023-04-18T14:18:13.671,0.099,-0.032,-0.029,0.008
1681820293682,2023-04-18T14:18:13.682,0.110,-0.027,-0.032,0.003
1681820293692,2023-04-18T14:18:13.692,0.120,-0.027,-0.035,0.008
1681820293701,2023-04-18T14:18:13.701,0.129,-0.029,-0.032,0.013
1681820293711,2023-04-18T14:18:13.711,0.139,-0.025,-0.030,0.016
1681820293721,2023-04-18T14:18:13.721,0.149,-0.025,-0.026,0.021
1681820293731,2023-04-18T14:18:13.731,0.159,-0.022,-0.023,0.025
1681820293742,2023-04-18T14:18:13.742,0.170,-0.017,-0.017,0.028
1681820293750,2023-04-18T14:18:13.750,0.178,-0.024,-0.014,0.031
1681820293761,2023-04-18T14:18:13.761,0.189,-0.029,-0.011,0.027
1681820293771,2023-04-18T14:18:13.771,0.199,-0.024,-0.011,0.027
1681820293781,2023-04-18T14:18:13.781,0.209,-0.025,-0.015,0.028
1681820293791,2023-04-18T14:18:13.791,0.219,-0.026,-0.023,0.029
1681820293800,2023-04-18T14:18:13.800,0.228,-0.030,-0.035,0.031
1681820293811,2023-04-18T14:18:13.811,0.239,-0.027,-0.038,0.033
1681820293821,2023-04-18T14:18:13.821,0.249,-0.021,-0.039,0.028
1681820293831,2023-04-18T14:18:13.831,0.259,-0.013,-0.035,0.025
1681820293841,2023-04-18T14:18:13.841,0.269,-0.010,-0.033,0.024
1681820293850,2023-04-18T14:18:13.850,0.278,-0.012,-0.031,0.022
1681820293860,2023-04-18T14:18:13.860,0.288,-0.019,-0.026,0.018
1681820293871,2023-04-18T14:18:13.871,0.299,-0.027,-0.027,0.021
1681820293881,2023-04-18T14:18:13.881,0.309,-0.034,-0.029,0.024
1681820293891,2023-04-18T14:18:13.891,0.319,-0.042,-0.035,0.024
1681820293900,2023-04-18T14:18:13.900,0.328,-0.039,-0.039,0.023
1681820293910,2023-04-18T14:18:13.910,0.338,-0.026,-0.040,0.020
1681820293920,2023-04-18T14:18:13.920,0.348,-0.017,-0.041,0.020
1681820293931,2023-04-18T14:18:13.931,0.359,-0.028,-0.039,0.021
1681820293939,2023-04-18T14:18:13.939,0.367,-0.031,-0.035,0.024
1681820293950,2023-04-18T14:18:13.950,0.378,-0.024,-0.029,0.025
1681820293960,2023-04-18T14:18:13.960,0.388,-0.021,-0.022,0.025
1681820293970,2023-04-18T14:18:13.970,0.398,-0.017,-0.020,0.020
1681820293980,2023-04-18T14:18:13.980,0.408,-0.011,-0.028,0.018
1681820293989,2023-04-18T14:18:13.989,0.417,-0.010,-0.036,0.017
1681820294000,2023-04-18T14:18:14.000,0.428,-0.022,-0.037,0.020
1681820294010,2023-04-18T14:18:14.010,0.438,-0.038,-0.037,0.020
1681820294020,2023-04-18T14:18:14.020,0.448,-0.047,-0.040,0.017
1681820294030,2023-04-18T14:18:14.030,0.458,-0.041,-0.049,0.010
1681820294039,2023-04-18T14:18:14.039,0.467,-0.033,-0.049,0.002
1681820294051,2023-04-18T14:18:14.051,0.479,-0.024,-0.049,0.001
1681820294060,2023-04-18T14:18:14.060,0.488,-0.014,-0.054,0.003
1681820294070,2023-04-18T14:18:14.070,0.498,-0.012,-0.052,0.005
1681820294080,2023-04-18T14:18:14.080,0.508,-0.023,-0.045,0.009
1681820294089,2023-04-18T14:18:14.089,0.517,-0.041,-0.039,0.015
1681820294099,2023-04-18T14:18:14.099,0.527,-0.047,-0.041,0.004
