epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1681817218134,2023-04-18T13:26:58.134,0.000,-0.019,-0.006,0.007
1681817218144,2023-04-18T13:26:58.144,0.010,-0.032,-0.007,0.010
1681817218153,2023-04-18T13:26:58.153,0.019,-0.034,-0.005,0.010
1681817218163,2023-04-18T13:26:58.163,0.029,-0.037,-0.004,0.009
1681817218173,2023-04-18T13:26:58.173,0.039,-0.038,-0.003,0.006
1681817218183,2023-04-18T13:26:58.183,0.049,-0.033,-0.008,0.003
1681817218194,2023-04-18T13:26:58.194,0.060,-0.028,-0.019,-0.002
1681817218204,2023-04-18T13:26:58.204,0.070,-0.029,-0.028,-0.004
1681817218213,2023-04-18T13:26:58.213,0.079,-0.031,-0.027,-0.003
1681817218223,2023-04-18T13:26:58.223,0.089,-0.031,-0.024,-0.000
1681817218233,2023-04-18T13:26:58.233,0.099,-0.033,-0.020,0.002
1681817218244,2023-04-18T13:26:58.244,0.110,-0.035,-0.016,0.002
1681817218252,2023-04-18T13:26:58.252,0.118,-0.036,-0.017,0.003
1681817218263,2023-04-18T13:26:58.263,0.129,-0.036,-0.018,-0.002
1681817218273,2023-04-18T13:26:58.273,0.139,-0.036,-0.017,-0.001
1681817218283,2023-04-18T13:26:58.283,0.149,-0.036,-0.015,0.002
1681817218293,2023-04-18T13:26:58.293,0.159,-0.039,-0.011,0.005
1681817218302,2023-04-18T13:26:58.302,0.168,-0.042,-0.009,0.004
1681817218312,2023-04-18T13:26:58.312,0.178,-0.038,-0.009,0.001
1681817218323,2023-04-18T13:26:58.323,0.189,-0.034,-0.013,-0.005
1681817218333,2023-04-18T13:26:58.333,0.199,-0.029,-0.018,-0.005
1681817218343,2023-04-18T13:26:58.343,0.209,-0.029,-0.018,-0.005
1681817218352,2023-04-18T13:26:58.352,0.218,-0.030,-0.016,-0.003
1681817218362,2023-04-18T13:26:58.362,0.228,-0.032,-0.012,0.000
1681817218372,2023-04-18T13:26:58.372,0.238,-0.036,-0.012,-0.002
1681817218383,2023-04-18T13:26:58.383,0.249,-0.033,-0.011,0.001
1681817218391,2023-04-18T13:26:58.391,0.257,-0.033,-0.011,0.001
1681817218402,2023-04-18T13:26:58.402,0.268,-0.032,-0.013,0.001
1681817218412,2023-04-18T13:26:58.412,0.278,-0.032,-0.010,0.003
1681817218422,2023-04-18T13:26:58.422,0.288,-0.033,-0.008,0.003
1681817218432,2023-04-18T13:26:58.432,0.298,-0.033,-0.009,-0.001
1681817218441,2023-04-18T13:26:58.441,0.307,-0.031,-0.012,-0.007
1681817218452,2023-04-18T13:26:58.452,0.318,-0.029,-0.021,-0.009
1681817218462,2023-04-18T13:26:58.462,0.328,-0.032,-0.024,-0.010
1681817218472,2023-04-18T13:26:58.472,0.338,-0.034,-0.030,-0.009
1681817218482,2023-04-18T13:26:58.482,0.348,-0.037,-0.032,-0.005
1681817218491,2023-04-18T13:26:58.491,0.357,-0.038,-0.027,-0.000
1681817218501,2023-04-18T13:26:58.501,0.367,-0.033,-0.025,0.003
1681817218512,2023-04-18T13:26:58.512,0.378,-0.028,-0.028,0.001
1681817218522,2023-04-18T13:26:58.522,0.388,-0.030,-0.031,-0.004
1681817218532,2023-04-18T13:26:58.532,0.398,-0.031,-0.033,-0.003
1681817218541,2023-04-18T13:26:58.541,0.407,-0.031,-0.035,0.003
1681817218551,2023-04-18T13:26:58.551,0.417,-0.033,-0.035,0.003
1681817218561,2023-04-18T13:26:58.561,0.427,-0.038,-0.033,0.008
1681817218572,2023-04-18T13:26:58.572,0.438,-0.035,-0.021,0.003
1681817218582,2023-04-18T13:26:58.582,0.448,-0.030,-0.017,-0.018
1681817218591,2023-04-18T13:26:58.591,0.457,-0.022,-0.019,-0.017
1681817218601,2023-04-18T13:26:58.601,0.467,-0.029,-0.024,-0.028
1681817218611,2023-04-18T13:26:58.611,0.477,-0.037,-0.031,-0.027
1681817218621,2023-04-18T13:26:58.621,0.487,-0.039,-0.028,-0.016
1681817218632,2023-04-18T13:26:58.632,0.498,-0.035,-0.016,-0.026
1681817218640,2023-04-18T13:26:58.640,0.506,-0.017,0.006,-0.038
1681817218651,2023-04-18T13:26:58.651,0.517,-0.008,0.027,-0.041
1681817218661,2023-04-18T13:26:58.661,0.527,-0.016,0.038,-0.050
1681817218671,2023-04-18T13:26:58.671,0.537,-0.032,0.032,-0.029
1681817218680,2023-04-18T13:26:58.680,0.546,-0.039,0.031,-0.027
1681817218692,2023-04-18T13:26:58.692,0.558,-0.030,0.027,-0.033
1681817218701,2023-04-18T13:26:58.701,0.567,-0.025,0.021,-0.048
1681817218711,2023-04-18T13:26:58.711,0.577,-0.025,0.017,-0.037
1681817218721,2023-04-18T13:26:58.721,0.587,-0.032,0.027,0.005
1681817218730,2023-04-18T13:26:58.730,0.596,-0.051,0.030,-0.006
1681817218740,2023-04-18T13:26:58.740,0.606,-0.041,0.025,-0.014
1681817218750,2023-04-18T13:26:58.750,0.616,-0.038,0.020,-0.007
1681817218761,2023-04-18T13:26:58.761,0.627,-0.043,0.011,-0.010
1681817218771,2023-04-18T13:26:58.771,0.637,-0.046,-0.004,-0.015
1681817218780,2023-04-18T13:26:58.780,0.646,-0.054,-0.018,-0.017
1681817218790,2023-04-18T13:26:58.790,0.656,-0.060,-0.025,-0.017
1681817218800,2023-04-18T13:26:58.800,0.666,-0.060,-0.022,-0.018
1681817218810,2023-04-18T13:26:58.810,0.676,-0.059,-0.013,-0.013
1681817218821,2023-04-18T13:26:58.821,0.687,-0.058,0.003,-0.012
1681817218829,2023-04-18T13:26:58.829,0.695,-0.061,0.020,-0.019
1681817218840,2023-04-18T13:26:58.840,0.706,-0.062,0.032,-0.022
1681817218850,2023-04-18T13:26:58.850,0.716,-0.061,0.039,-0.023
1681817218860,2023-04-18T13:26:58.860,0.726,-0.063,0.035,-0.028
1681817218870,2023-04-18T13:26:58.870,0.736,-0.063,0.035,-0.036
1681817218879,2023-04-18T13:26:58.879,0.745,-0.061,0.037,-0.039
1681817218890,2023-04-18T13:26:58.890,0.756,-0.060,0.035,-0.032
1681817218900,2023-04-18T13:26:58.900,0.766,-0.056,0.030,-0.029
1681817218910,2023-04-18T13:26:58.910,0.776,-0.055,0.024,-0.018
1681817218920,2023-04-18T13:26:58.920,0.786,-0.062,0.021,-0.008
1681817218931,2023-04-18T13:26:58.931,0.797,-0.069,0.019,-0.007
1681817218939,2023-04-18T13:26:58.939,0.805,-0.070,0.011,-0.003
1681817218950,2023-04-18T13:26:58.950,0.816,-0.074,0.005,0.004
1681817218960,2023-04-18T13:26:58.960,0.826,-0.066,0.003,0.006
1681817218970,2023-04-18T13:26:58.970,0.836,-0.064,0.005,0.005
1681817218979,2023-04-18T13:26:58.979,0.845,-0.061,0.009,-0.002
1681817218989,2023-04-18T13:26:58.989,0.855,-0.053,0.010,-0.007
1681817218999,2023-04-18T13:26:58.999,0.865,-0.050,0.011,-0.016
1681817219010,2023-04-18T13:26:59.010,0.876,-0.043,0.011,-0.018
1681817219020,2023-04-18T13:26:59.020,0.886,-0.039,0.007,-0.019
1681817219029,2023-04-18T13:26:59.029,0.895,-0.032,0.006,-0.020
1681817219039,2023-04-18T13:26:59.039,0.905,-0.035,0.007,-0.030
1681817219049,2023-04-18T13:26:59.049,0.915,-0.031,0.010,-0.039
1681817219059,2023-04-18T13:26:59.059,0.925,-0.033,0.014,-0.024
1681817219068,2023-04-18T13:26:59.068,0.934,-0.041,0.020,-0.027
1681817219078,2023-04-18T13:26:59.078,0.944,-0.044,0.023,-0.035
1681817219089,2023-04-18T13:26:59.089,0.955,-0.040,0.030,-0.034
1681817219099,2023-04-18T13:26:59.099,0.965,-0.047,0.029,-0.051
1681817219109,2023-04-18T13:26:59.109,0.975,-0.043,0.024,-0.051
1681817219118,2023-04-18T13:26:59.118,0.984,-0.045,0.013,-0.049
1681817219128,2023-04-18T13:26:59.128,0.994,-0.039,0.001,-0.048
1681817219139,2023-04-18T13:26:59.139,1.005,-0.041,-0.006,-0.045
1681817219149,2023-04-18T13:26:59.149,1.015,-0.039,-0.007,-0.043
1681817219159,2023-04-18T13:26:59.159,1.025,-0.040,-0.009,-0.038
1681817219168,2023-04-18T13:26:59.168,1.034,-0.050,-0.009,-0.038
1681817219178,2023-04-18T13:26:59.178,1.044,-0.052,-0.006,-0.034
1681817219188,2023-04-18T13:26:59.188,1.054,-0.057,-0.007,-0.039
1681817219199,2023-04-18T13:26:59.199,1.065,-0.058,-0.010,-0.042
1681817219209,2023-04-18T13:26:59.209,1.075,-0.064,-0.008,-0.046
1681817219218,2023-04-18T13:26:59.218,1.084,-0.067,0.000,-0.049
1681817219228,2023-04-18T13:26:59.228,1.094,-0.073,-0.002,-0.052
1681817219238,2023-04-18T13:26:59.238,1.104,-0.079,-0.005,-0.051
1681817219248,2023-04-18T13:26:59.248,1.114,-0.080,-0.015,-0.055
1681817219259,2023-04-18T13:26:59.259,1.125,-0.077,-0.027,-0.054
1681817219267,2023-04-18T13:26:59.267,1.133,-0.075,-0.037,-0.049
1681817219278,2023-04-18T13:26:59.278,1.144,-0.072,-0.050,-0.049
1681817219288,2023-04-18T13:26:59.288,1.154,-0.064,-0.058,-0.062
1681817219298,2023-04-18T13:26:59.298,1.164,-0.055,-0.055,-0.081
1681817219307,2023-04-18T13:26:59.307,1.173,-0.048,-0.044,-0.087
1681817219317,2023-04-18T13:26:59.317,1.183,-0.045,-0.033,-0.100
1681817219328,2023-04-18T13:26:59.328,1.194,-0.037,-0.031,-0.107
1681817219338,2023-04-18T13:26:59.338,1.204,-0.035,-0.036,-0.110
1681817219348,2023-04-18T13:26:59.348,1.214,-0.027,-0.045,-0.107
1681817219357,2023-04-18T13:26:59.357,1.223,-0.019,-0.063,-0.107
1681817219367,2023-04-18T13:26:59.367,1.233,-0.011,-0.088,-0.097
1681817219377,2023-04-18T13:26:59.377,1.243,-0.010,-0.110,-0.087
1681817219388,2023-04-18T13:26:59.388,1.254,-0.013,-0.119,-0.073
1681817219398,2023-04-18T13:26:59.398,1.264,-0.014,-0.119,-0.067
1681817219407,2023-04-18T13:26:59.407,1.273,-0.013,-0.117,-0.054
1681817219417,2023-04-18T13:26:59.417,1.283,-0.010,-0.114,-0.038
1681817219427,2023-04-18T13:26:59.427,1.293,-0.006,-0.106,-0.021
1681817219437,2023-04-18T13:26:59.437,1.303,0.002,-0.081,-0.013
1681817219448,2023-04-18T13:26:59.448,1.314,0.008,-0.060,-0.012
1681817219456,2023-04-18T13:26:59.456,1.322,0.005,-0.043,-0.013
1681817219467,2023-04-18T13:26:59.467,1.333,-0.006,-0.031,-0.012
1681817219477,2023-04-18T13:26:59.477,1.343,-0.017,-0.017,-0.009
1681817219487,2023-04-18T13:26:59.487,1.353,-0.028,0.004,-0.006
1681817219497,2023-04-18T13:26:59.497,1.363,-0.038,0.022,-0.002
1681817219506,2023-04-18T13:26:59.506,1.372,-0.041,0.038,-0.004
1681817219516,2023-04-18T13:26:59.516,1.382,-0.046,0.051,-0.010
1681817219527,2023-04-18T13:26:59.527,1.393,-0.045,0.058,-0.016
1681817219537,2023-04-18T13:26:59.537,1.403,-0.045,0.058,-0.012
1681817219547,2023-04-18T13:26:59.547,1.413,-0.042,0.051,-0.006
1681817219556,2023-04-18T13:26:59.556,1.422,-0.045,0.039,-0.010
1681817219566,2023-04-18T13:26:59.566,1.432,-0.034,0.025,-0.003
1681817219577,2023-04-18T13:26:59.577,1.443,-0.026,0.004,0.001
1681817219587,2023-04-18T13:26:59.587,1.453,-0.016,-0.011,0.002
1681817219596,2023-04-18T13:26:59.596,1.462,-0.008,-0.021,0.006
1681817219606,2023-04-18T13:26:59.606,1.472,-0.004,-0.034,0.014
1681817219616,2023-04-18T13:26:59.616,1.482,0.007,-0.055,0.043
1681817219626,2023-04-18T13:26:59.626,1.492,0.024,-0.082,0.079
1681817219637,2023-04-18T13:26:59.637,1.503,0.034,-0.106,0.110
1681817219645,2023-04-18T13:26:59.645,1.511,0.022,-0.109,0.113
1681817219657,2023-04-18T13:26:59.657,1.523,-0.016,-0.087,0.097
1681817219666,2023-04-18T13:26:59.666,1.532,-0.049,-0.051,0.077
1681817219676,2023-04-18T13:26:59.676,1.542,-0.077,-0.013,0.051
1681817219686,2023-04-18T13:26:59.686,1.552,-0.091,0.021,0.030
1681817219695,2023-04-18T13:26:59.695,1.561,-0.093,0.039,0.014
1681817219705,2023-04-18T13:26:59.705,1.571,-0.078,0.039,0.002
1681817219716,2023-04-18T13:26:59.716,1.582,-0.052,0.023,-0.001
1681817219726,2023-04-18T13:26:59.726,1.592,-0.022,0.005,0.004
1681817219736,2023-04-18T13:26:59.736,1.602,0.003,-0.011,0.024
1681817219746,2023-04-18T13:26:59.746,1.612,0.023,-0.024,0.049
1681817219755,2023-04-18T13:26:59.755,1.621,0.032,-0.037,0.073
1681817219765,2023-04-18T13:26:59.765,1.631,0.037,-0.045,0.095
1681817219776,2023-04-18T13:26:59.776,1.642,0.029,-0.035,0.112
1681817219786,2023-04-18T13:26:59.786,1.652,0.012,-0.014,0.116
1681817219795,2023-04-18T13:26:59.795,1.661,-0.004,0.016,0.115
1681817219805,2023-04-18T13:26:59.805,1.671,-0.016,0.033,0.116
1681817219815,2023-04-18T13:26:59.815,1.681,-0.026,0.036,0.115
1681817219826,2023-04-18T13:26:59.826,1.692,-0.032,0.036,0.112
1681817219836,2023-04-18T13:26:59.836,1.702,-0.032,0.040,0.106
1681817219845,2023-04-18T13:26:59.845,1.711,-0.025,0.042,0.105
1681817219855,2023-04-18T13:26:59.855,1.721,-0.015,0.037,0.103
1681817219865,2023-04-18T13:26:59.865,1.731,0.001,0.034,0.098
1681817219875,2023-04-18T13:26:59.875,1.741,0.002,0.031,0.092
1681817219886,2023-04-18T13:26:59.886,1.752,-0.010,0.035,0.081
1681817219894,2023-04-18T13:26:59.894,1.760,-0.017,0.035,0.074
1681817219905,2023-04-18T13:26:59.905,1.771,-0.025,0.032,0.075
1681817219915,2023-04-18T13:26:59.915,1.781,-0.022,0.019,0.072
1681817219925,2023-04-18T13:26:59.925,1.791,-0.011,0.004,0.062
1681817219934,2023-04-18T13:26:59.934,1.800,0.003,-0.011,0.048
1681817219944,2023-04-18T13:26:59.944,1.810,0.006,-0.020,0.043
1681817219954,2023-04-18T13:26:59.954,1.820,0.004,-0.020,0.040
1681817219965,2023-04-18T13:26:59.965,1.831,0.014,-0.017,0.048
1681817219975,2023-04-18T13:26:59.975,1.841,0.018,-0.019,0.050
1681817219985,2023-04-18T13:26:59.985,1.851,0.011,-0.022,0.042
1681817219994,2023-04-18T13:26:59.994,1.860,0.002,-0.017,0.035
1681817220004,2023-04-18T13:27:00.004,1.870,-0.015,-0.010,0.032
1681817220015,2023-04-18T13:27:00.015,1.881,-0.026,-0.002,0.036
1681817220025,2023-04-18T13:27:00.025,1.891,-0.036,0.005,0.041
1681817220034,2023-04-18T13:27:00.034,1.900,-0.040,0.009,0.034
1681817220044,2023-04-18T13:27:00.044,1.910,-0.041,0.002,0.024
1681817220054,2023-04-18T13:27:00.054,1.920,-0.044,-0.000,0.025
1681817220064,2023-04-18T13:27:00.064,1.930,-0.047,-0.003,0.025
1681817220075,2023-04-18T13:27:00.075,1.941,-0.046,-0.001,0.024
1681817220083,2023-04-18T13:27:00.083,1.949,-0.032,-0.003,0.028
1681817220094,2023-04-18T13:27:00.094,1.960,-0.015,-0.007,0.031
1681817220104,2023-04-18T13:27:00.104,1.970,-0.011,-0.014,0.028
1681817220114,2023-04-18T13:27:00.114,1.980,-0.017,-0.020,0.032
1681817220124,2023-04-18T13:27:00.124,1.990,-0.025,-0.016,0.036
1681817220133,2023-04-18T13:27:00.133,1.999,-0.025,-0.007,0.040
1681817220143,2023-04-18T13:27:00.143,2.009,-0.020,-0.005,0.035
1681817220154,2023-04-18T13:27:00.154,2.020,-0.024,-0.006,0.033
1681817220164,2023-04-18T13:27:00.164,2.030,-0.032,-0.008,0.028
1681817220173,2023-04-18T13:27:00.173,2.039,-0.035,-0.012,0.023
1681817220183,2023-04-18T13:27:00.183,2.049,-0.034,-0.009,0.022
1681817220193,2023-04-18T13:27:00.193,2.059,-0.035,-0.004,0.007
1681817220203,2023-04-18T13:27:00.203,2.069,-0.037,0.000,-0.003
1681817220214,2023-04-18T13:27:00.214,2.080,-0.040,-0.002,0.000
1681817220224,2023-04-18T13:27:00.224,2.090,-0.042,-0.010,0.006
1681817220233,2023-04-18T13:27:00.233,2.099,-0.044,-0.017,0.008
1681817220243,2023-04-18T13:27:00.243,2.109,-0.041,-0.022,0.005
1681817220253,2023-04-18T13:27:00.253,2.119,-0.028,-0.027,0.008
1681817220264,2023-04-18T13:27:00.264,2.130,-0.025,-0.033,0.019
1681817220272,2023-04-18T13:27:00.272,2.138,-0.022,-0.035,0.021
1681817220283,2023-04-18T13:27:00.283,2.149,-0.022,-0.031,0.018
1681817220293,2023-04-18T13:27:00.293,2.159,-0.028,-0.030,0.017
1681817220303,2023-04-18T13:27:00.303,2.169,-0.035,-0.029,0.017
1681817220313,2023-04-18T13:27:00.313,2.179,-0.041,-0.029,0.017
1681817220322,2023-04-18T13:27:00.322,2.188,-0.043,-0.032,0.018
1681817220332,2023-04-18T13:27:00.332,2.198,-0.041,-0.035,0.009
1681817220343,2023-04-18T13:27:00.343,2.209,-0.045,-0.033,0.007
1681817220353,2023-04-18T13:27:00.353,2.219,-0.049,-0.022,0.010
1681817220363,2023-04-18T13:27:00.363,2.229,-0.043,-0.005,0.003
1681817220372,2023-04-18T13:27:00.372,2.238,-0.033,0.005,-0.000
1681817220382,2023-04-18T13:27:00.382,2.248,-0.024,0.012,0.004
1681817220392,2023-04-18T13:27:00.392,2.258,-0.022,0.011,0.006
1681817220403,2023-04-18T13:27:00.403,2.269,-0.022,0.008,0.012
1681817220413,2023-04-18T13:27:00.413,2.279,-0.020,0.007,0.018
1681817220422,2023-04-18T13:27:00.422,2.288,-0.016,0.011,0.021
1681817220432,2023-04-18T13:27:00.432,2.298,-0.009,0.008,0.024
1681817220442,2023-04-18T13:27:00.442,2.308,-0.015,0.002,0.020
1681817220453,2023-04-18T13:27:00.453,2.319,-0.030,0.003,0.020
1681817220463,2023-04-18T13:27:00.463,2.329,-0.038,0.010,0.024
1681817220473,2023-04-18T13:27:00.473,2.339,-0.042,0.013,0.021
1681817220482,2023-04-18T13:27:00.482,2.348,-0.042,0.009,0.018
1681817220492,2023-04-18T13:27:00.492,2.358,-0.042,-0.006,0.013
1681817220502,2023-04-18T13:27:00.502,2.368,-0.048,-0.020,0.010
1681817220513,2023-04-18T13:27:00.513,2.379,-0.057,-0.021,0.016
1681817220521,2023-04-18T13:27:00.521,2.387,-0.059,-0.012,0.022
1681817220532,2023-04-18T13:27:00.532,2.398,-0.052,-0.007,0.010
1681817220542,2023-04-18T13:27:00.542,2.408,-0.038,-0.007,0.002
1681817220552,2023-04-18T13:27:00.552,2.418,-0.028,-0.013,0.006
1681817220561,2023-04-18T13:27:00.561,2.427,-0.024,-0.011,0.019
1681817220571,2023-04-18T13:27:00.571,2.437,-0.029,-0.003,0.014
1681817220581,2023-04-18T13:27:00.581,2.447,-0.021,0.002,0.004
1681817220592,2023-04-18T13:27:00.592,2.458,-0.013,0.003,0.007
1681817220602,2023-04-18T13:27:00.602,2.468,-0.012,0.004,0.011
1681817220611,2023-04-18T13:27:00.611,2.477,-0.020,0.001,0.011
1681817220621,2023-04-18T13:27:00.621,2.487,-0.024,-0.002,0.007
1681817220631,2023-04-18T13:27:00.631,2.497,-0.027,-0.001,0.009
1681817220641,2023-04-18T13:27:00.641,2.507,-0.034,-0.003,0.007
1681817220652,2023-04-18T13:27:00.652,2.518,-0.036,-0.007,-0.003
1681817220661,2023-04-18T13:27:00.661,2.527,-0.034,-0.008,-0.001
1681817220671,2023-04-18T13:27:00.671,2.537,-0.041,-0.003,0.003
1681817220681,2023-04-18T13:27:00.681,2.547,-0.042,0.001,-0.003
1681817220691,2023-04-18T13:27:00.691,2.557,-0.037,0.001,-0.010
1681817220702,2023-04-18T13:27:00.702,2.568,-0.041,-0.008,-0.007
1681817220712,2023-04-18T13:27:00.712,2.578,-0.043,-0.018,-0.007
1681817220721,2023-04-18T13:27:00.721,2.587,-0.039,-0.015,-0.005
1681817220731,2023-04-18T13:27:00.731,2.597,-0.033,-0.008,-0.008
1681817220741,2023-04-18T13:27:00.741,2.607,-0.026,-0.006,-0.008
1681817220751,2023-04-18T13:27:00.751,2.617,-0.024,-0.011,-0.004
1681817220760,2023-04-18T13:27:00.760,2.626,-0.026,-0.014,-0.008
