epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1681819465649,2023-04-18T14:04:25.649,0.000,-0.010,0.001,0.003
1681819465660,2023-04-18T14:04:25.660,0.011,-0.019,0.004,0.005
1681819465670,2023-04-18T14:04:25.670,0.021,-0.017,0.004,0.001
1681819465680,2023-04-18T14:04:25.680,0.031,-0.018,0.007,0.002
1681819465690,2023-04-18T14:04:25.690,0.041,-0.019,0.007,0.004
1681819465699,2023-04-18T14:04:25.699,0.050,-0.020,0.008,0.001
1681819465709,2023-04-18T14:04:25.709,0.060,-0.021,0.008,0.003
1681819465720,2023-04-18T14:04:25.720,0.071,-0.017,0.010,0.003
1681819465730,2023-04-18T14:04:25.730,0.081,-0.019,0.007,0.005
1681819465740,2023-04-18T14:04:25.740,0.091,-0.019,0.007,0.006
1681819465749,2023-04-18T14:04:25.749,0.100,-0.016,0.005,0.006
1681819465759,2023-04-18T14:04:25.759,0.110,-0.013,0.004,0.006
1681819465770,2023-04-18T14:04:25.770,0.121,-0.016,0.003,0.006
1681819465780,2023-04-18T14:04:25.780,0.131,-0.018,0.003,0.005
1681819465790,2023-04-18T14:04:25.790,0.141,-0.017,0.005,0.004
1681819465800,2023-04-18T14:04:25.800,0.151,-0.017,0.005,0.002
1681819465809,2023-04-18T14:04:25.809,0.160,-0.018,0.008,0.001
1681819465819,2023-04-18T14:04:25.819,0.170,-0.015,0.006,0.002
1681819465830,2023-04-18T14:04:25.830,0.181,-0.019,0.006,0.004
1681819465840,2023-04-18T14:04:25.840,0.191,-0.018,0.004,0.002
1681819465850,2023-04-18T14:04:25.850,0.201,-0.015,0.004,0.002
1681819465859,2023-04-18T14:04:25.859,0.210,-0.017,0.004,0.003
1681819465869,2023-04-18T14:04:25.869,0.220,-0.017,0.006,0.007
1681819465879,2023-04-18T14:04:25.879,0.230,-0.015,0.004,0.007
1681819465890,2023-04-18T14:04:25.890,0.241,-0.016,0.006,0.004
1681819465900,2023-04-18T14:04:25.900,0.251,-0.015,0.005,0.006
1681819465910,2023-04-18T14:04:25.910,0.261,-0.016,0.005,0.008
1681819465919,2023-04-18T14:04:25.919,0.270,-0.017,0.004,0.008
1681819465929,2023-04-18T14:04:25.929,0.280,-0.018,0.005,0.005
1681819465939,2023-04-18T14:04:25.939,0.290,-0.017,0.004,0.005
1681819465950,2023-04-18T14:04:25.950,0.301,-0.018,0.005,0.005
1681819465960,2023-04-18T14:04:25.960,0.311,-0.019,0.003,0.004
1681819465969,2023-04-18T14:04:25.969,0.320,-0.021,0.004,0.006
1681819465979,2023-04-18T14:04:25.979,0.330,-0.021,0.003,0.007
1681819465989,2023-04-18T14:04:25.989,0.340,-0.021,0.001,0.007
1681819466000,2023-04-18T14:04:26.000,0.351,-0.020,0.002,0.006
1681819466010,2023-04-18T14:04:26.010,0.361,-0.020,0.003,0.003
1681819466019,2023-04-18T14:04:26.019,0.370,-0.019,0.004,0.006
1681819466029,2023-04-18T14:04:26.029,0.380,-0.020,0.002,0.005
1681819466039,2023-04-18T14:04:26.039,0.390,-0.020,0.001,0.005
1681819466049,2023-04-18T14:04:26.049,0.400,-0.018,0.003,0.005
1681819466060,2023-04-18T14:04:26.060,0.411,-0.017,0.002,0.005
1681819466070,2023-04-18T14:04:26.070,0.421,-0.015,0.003,0.003
