epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1681818407792,2023-04-18T13:46:47.792,0.000,-0.014,0.001,0.001
1681818407802,2023-04-18T13:46:47.802,0.010,-0.023,0.002,0.004
1681818407812,2023-04-18T13:46:47.812,0.020,-0.023,-0.001,0.001
1681818407821,2023-04-18T13:46:47.821,0.029,-0.019,-0.004,0.004
1681818407831,2023-04-18T13:46:47.831,0.039,-0.018,-0.005,0.003
1681818407842,2023-04-18T13:46:47.842,0.050,-0.021,-0.003,0.006
1681818407852,2023-04-18T13:46:47.852,0.060,-0.022,-0.003,0.007
1681818407862,2023-04-18T13:46:47.862,0.070,-0.018,-0.002,0.006
1681818407871,2023-04-18T13:46:47.871,0.079,-0.019,0.000,0.005
1681818407881,2023-04-18T13:46:47.881,0.089,-0.022,0.000,0.004
1681818407892,2023-04-18T13:46:47.892,0.100,-0.020,-0.002,-0.002
1681818407902,2023-04-18T13:46:47.902,0.110,-0.015,0.002,-0.001
1681818407912,2023-04-18T13:46:47.912,0.120,-0.014,0.002,-0.000
1681818407921,2023-04-18T13:46:47.921,0.129,-0.017,0.005,-0.001
1681818407931,2023-04-18T13:46:47.931,0.139,-0.019,0.008,-0.001
1681818407941,2023-04-18T13:46:47.941,0.149,-0.023,0.005,-0.001
1681818407952,2023-04-18T13:46:47.952,0.160,-0.023,0.006,-0.005
1681818407962,2023-04-18T13:46:47.962,0.170,-0.023,0.005,-0.005
1681818407972,2023-04-18T13:46:47.972,0.180,-0.019,0.005,-0.003
1681818407981,2023-04-18T13:46:47.981,0.189,-0.017,0.007,-0.001
1681818407991,2023-04-18T13:46:47.991,0.199,-0.018,0.008,-0.000
1681818408001,2023-04-18T13:46:48.001,0.209,-0.017,0.007,-0.000
1681818408012,2023-04-18T13:46:48.012,0.220,-0.018,0.001,-0.004
1681818408022,2023-04-18T13:46:48.022,0.230,-0.018,-0.000,-0.004
1681818408031,2023-04-18T13:46:48.031,0.239,-0.017,-0.003,-0.003
1681818408041,2023-04-18T13:46:48.041,0.249,-0.016,-0.002,-0.002
1681818408051,2023-04-18T13:46:48.051,0.259,-0.013,-0.002,0.001
1681818408061,2023-04-18T13:46:48.061,0.269,-0.011,-0.004,-0.000
1681818408072,2023-04-18T13:46:48.072,0.280,-0.011,-0.008,-0.003
1681818408082,2023-04-18T13:46:48.082,0.290,-0.008,-0.003,-0.005
1681818408091,2023-04-18T13:46:48.091,0.299,-0.006,-0.002,-0.008
1681818408101,2023-04-18T13:46:48.101,0.309,-0.002,0.002,-0.010
1681818408111,2023-04-18T13:46:48.111,0.319,0.002,0.007,-0.009
1681818408122,2023-04-18T13:46:48.122,0.330,0.004,0.008,-0.011
1681818408132,2023-04-18T13:46:48.132,0.340,-0.002,0.011,-0.015
1681818408141,2023-04-18T13:46:48.141,0.349,-0.008,0.011,-0.016
1681818408151,2023-04-18T13:46:48.151,0.359,-0.012,0.007,-0.019
1681818408161,2023-04-18T13:46:48.161,0.369,-0.021,0.003,-0.019
1681818408171,2023-04-18T13:46:48.171,0.379,-0.026,0.001,-0.018
1681818408182,2023-04-18T13:46:48.182,0.390,-0.028,0.003,-0.016
1681818408192,2023-04-18T13:46:48.192,0.400,-0.031,0.002,-0.012
1681818408201,2023-04-18T13:46:48.201,0.409,-0.028,0.002,-0.009
1681818408211,2023-04-18T13:46:48.211,0.419,-0.030,0.002,-0.004
1681818408221,2023-04-18T13:46:48.221,0.429,-0.031,0.002,-0.004
1681818408231,2023-04-18T13:46:48.231,0.439,-0.028,-0.001,-0.006
1681818408242,2023-04-18T13:46:48.242,0.450,-0.028,-0.001,-0.005
1681818408252,2023-04-18T13:46:48.252,0.460,-0.024,-0.000,-0.003
1681818408261,2023-04-18T13:46:48.261,0.469,-0.021,0.001,-0.004
1681818408271,2023-04-18T13:46:48.271,0.479,-0.022,0.002,-0.002
1681818408281,2023-04-18T13:46:48.281,0.489,-0.022,0.004,-0.003
1681818408291,2023-04-18T13:46:48.291,0.499,-0.023,0.003,-0.001
1681818408302,2023-04-18T13:46:48.302,0.510,-0.028,0.004,-0.002
1681818408310,2023-04-18T13:46:48.310,0.518,-0.030,0.004,-0.004
1681818408321,2023-04-18T13:46:48.321,0.529,-0.034,0.008,-0.003
1681818408331,2023-04-18T13:46:48.331,0.539,-0.035,0.009,-0.001
1681818408341,2023-04-18T13:46:48.341,0.549,-0.037,0.006,-0.004
1681818408351,2023-04-18T13:46:48.351,0.559,-0.034,0.008,-0.005
1681818408360,2023-04-18T13:46:48.360,0.568,-0.035,0.007,-0.001
